Date,Open,High,Low,Close
2005-08-02,2321.9,2357.15,2319.75,2353.6
2005-08-03,2359.1,2377.0,2345.2,2357.0
2005-08-04,2357.75,2377.35,2352.05,2367.8
2005-08-05,2367.35,2377.1,2355.95,2361.2
2005-08-08,2361.95,2386.95,2320.05,2324.4
2005-08-09,2324.75,2342.2,2303.1,2318.7
2005-08-10,2322.3,2364.8,2322.05,2360.1
2005-08-11,2358.9,2387.3,2355.5,2380.9
2005-08-12,2381.05,2390.45,2356.9,2361.5
2005-08-16,2361.65,2379.4,2356.85,2369.8
2005-08-17,2369.8,2406.25,2357.5,2403.1
2005-08-18,2404.65,2426.65,2380.7,2388.4
2005-08-19,2400.8,2409.35,2378.45,2383.4
2005-08-22,2383.45,2403.45,2355.75,2367.8
2005-08-23,2369.55,2380.5,2320.35,2326.1
2005-08-24,2326.1,2334.9,2300.45,2322.5
2005-08-25,2323.1,2359.2,2320.7,2354.5
2005-08-26,2354.6,2368.05,2340.2,2357.0
2005-08-29,2359.2,2365.85,2312.6,2337.6
2005-08-30,2337.8,2373.8,2337.75,2367.7
2005-08-31,2369.05,2387.0,2355.0,2384.6
2005-09-01,2384.7,2412.35,2382.9,2405.7
2005-09-02,2406.45,2422.1,2396.1,2415.8
2005-09-05,2417.1,2439.55,2414.95,2422.9
2005-09-06,2422.4,2436.25,2417.0,2428.6
2005-09-08,2429.0,2456.9,2429.0,2454.4
2005-09-09,2448.8,2462.8,2441.9,2455.4
2005-09-12,2455.85,2486.35,2455.85,2484.1
2005-09-13,2484.0,2503.0,2477.1,2500.3
2005-09-14,2500.4,2514.75,2476.0,2492.4
2005-09-15,2492.85,2527.5,2492.75,2523.9
2005-09-16,2524.9,2555.1,2519.05,2552.3
2005-09-19,2555.45,2579.7,2550.45,2567.1
2005-09-20,2567.2,2582.8,2546.6,2578.0
2005-09-21,2576.7,2585.6,2504.9,2567.3
2005-09-22,2567.85,2580.4,2465.85,2476.5
2005-09-23,2480.5,2507.9,2453.05,2477.7
2005-09-26,2477.85,2560.85,2477.85,2557.3
2005-09-27,2558.5,2592.5,2549.85,2574.8
2005-09-28,2574.45,2602.95,2559.85,2598.0
2005-09-29,2598.6,2633.9,2589.45,2611.2
2005-09-30,2607.9,2623.05,2567.75,2601.4
2005-10-03,2601.0,2635.0,2597.2,2630.0
2005-10-04,2630.0,2667.05,2629.6,2663.3
2005-10-05,2663.7,2669.2,2636.6,2644.4
2005-10-06,2643.8,2643.8,2571.3,2579.1
2005-10-07,2577.2,2603.25,2547.55,2574.0
2005-10-10,2577.1,2595.15,2561.0,2566.8
2005-10-11,2569.15,2592.0,2533.7,2589.5
2005-10-13,2584.4,2589.35,2529.05,2537.3
2005-10-14,2537.7,2548.0,2478.0,2484.4
2005-10-17,2488.4,2498.6,2459.5,2485.1
2005-10-18,2485.25,2517.7,2452.5,2468.2
2005-10-19,2467.8,2467.85,2394.95,2412.4
2005-10-20,2421.4,2463.85,2363.55,2395.4
2005-10-21,2397.85,2447.85,2384.05,2443.7
2005-10-24,2444.2,2460.0,2388.4,2394.8
2005-10-25,2394.95,2444.6,2390.85,2418.2
2005-10-26,2418.45,2434.0,2401.1,2408.5
2005-10-27,2408.95,2416.45,2338.6,2352.9
2005-10-28,2352.65,2355.15,2307.45,2316.0
2005-10-31,2314.85,2373.4,2314.2,2370.9
2005-11-01,2366.8,2410.15,2366.8,2386.7
2005-11-02,2386.45,2423.8,2367.75,2419.0
2005-11-07,2419.25,2464.65,2411.6,2461.6
2005-11-08,2463.65,2502.9,2460.0,2492.6
2005-11-09,2493.1,2519.4,2475.7,2489.1
2005-11-10,2489.1,2504.75,2480.85,2500.7
2005-11-11,2500.85,2551.4,2500.85,2548.6
2005-11-14,2548.55,2576.95,2534.4,2558.7
2005-11-16,2559.45,2585.95,2559.45,2582.7
2005-11-17,2558.45,2608.85,2558.45,2603.9
2005-11-18,2604.0,2632.35,2595.15,2620.0
2005-11-21,2620.1,2626.4,2591.75,2602.5
2005-11-22,2603.25,2614.0,2567.05,2572.8
2005-11-23,2572.85,2613.4,2563.1,2608.6
2005-11-24,2608.9,2643.7,2608.7,2635.0
2005-11-25,2635.35,2668.9,2633.75,2664.3
2005-11-26,2664.85,2686.5,2664.7,2683.4
2005-11-28,2683.6,2717.15,2682.65,2712.0
2005-11-29,2712.35,2713.9,2679.9,2698.3
2005-11-30,2698.1,2727.05,2647.1,2652.2
2005-12-01,2651.6,2705.0,2641.95,2698.9
2005-12-02,2699.55,2730.7,2691.5,2697.9
2005-12-05,2697.6,2710.65,2654.35,2660.5
2005-12-06,2661.4,2694.4,2647.35,2662.3
2005-12-07,2662.3,2697.1,2662.3,2693.0
2005-12-08,2694.95,2711.6,2673.5,2706.7
2005-12-09,2706.75,2761.1,2698.0,2756.4
2005-12-12,2756.4,2789.35,2756.4,2776.2
2005-12-13,2776.8,2815.3,2764.65,2812.3
2005-12-14,2812.8,2825.65,2788.3,2804.5
2005-12-15,2805.2,2821.5,2763.35,2778.5
2005-12-16,2778.65,2814.9,2766.5,2810.1
2005-12-19,2808.35,2846.0,2803.45,2842.6
2005-12-20,2843.15,2853.1,2815.2,2826.2
2005-12-21,2826.45,2847.3,2799.45,2822.9
2005-12-22,2826.7,2846.65,2818.65,2835.2
2005-12-23,2835.7,2857.0,2799.7,2804.8
2005-12-26,2804.3,2804.3,2741.8,2749.6
2005-12-27,2746.25,2812.6,2725.7,2805.9
2005-12-28,2806.8,2824.3,2780.0,2794.0
2005-12-29,2792.75,2829.4,2792.75,2821.9
2005-12-30,2823.95,2845.55,2812.75,2836.5
2006-01-02,2836.8,2849.45,2825.4,2835.9
2006-01-03,2835.95,2887.2,2832.05,2883.3
2006-01-04,2883.0,2909.35,2883.0,2904.4
2006-01-05,2904.45,2916.2,2884.8,2899.8
2006-01-06,2899.85,2921.7,2877.25,2914.0
2006-01-09,2913.35,2927.25,2898.25,2910.1
2006-01-10,2910.15,2913.05,2865.6,2870.8
2006-01-12,2869.35,2869.35,2824.0,2850.7
2006-01-13,2851.4,2878.35,2846.7,2850.5
2006-01-16,2851.35,2855.7,2824.05,2833.1
2006-01-17,2833.8,2861.25,2820.65,2829.1
2006-01-18,2809.9,2840.1,2783.85,2809.2
2006-01-19,2811.1,2875.95,2811.1,2870.8
2006-01-20,2870.8,2912.8,2870.8,2900.9
2006-01-23,2900.3,2900.3,2870.95,2884.0
2006-01-24,2886.35,2914.25,2885.75,2908.0
2006-01-25,2908.75,2949.1,2871.25,2940.3
2006-01-27,2941.9,2989.7,2941.9,2982.7
2006-01-30,2983.3,3002.2,2963.65,2974.5
2006-01-31,2968.95,3005.1,2968.85,3001.1
2006-02-01,3001.3,3011.05,2960.9,2971.5
2006-02-02,2972.2,2997.25,2957.55,2967.4
2006-02-03,2968.1,2973.9,2931.85,2940.6
2006-02-06,2940.95,3009.45,2928.1,3000.4
2006-02-07,3001.15,3025.1,2991.25,3020.1
2006-02-08,3018.2,3021.25,2984.9,3008.9
2006-02-10,3009.15,3031.75,3009.1,3027.5
2006-02-13,3026.15,3042.75,3018.5,3041.1
2006-02-14,3040.25,3051.7,3009.9,3017.5
2006-02-15,3001.4,3048.8,2995.3,3022.2
2006-02-16,3023.1,3036.65,3013.7,3021.6
2006-02-17,3021.65,3038.8,2976.7,2981.5
2006-02-20,2982.35,3010.65,2955.85,3005.8
2006-02-21,3008.55,3042.05,3008.55,3035.5
2006-02-22,3035.65,3055.65,3032.5,3050.8
2006-02-23,3050.85,3078.4,3050.85,3062.1
2006-02-24,3061.7,3072.0,3041.6,3050.0
2006-02-27,3050.3,3070.35,3050.3,3067.4
2006-02-28,3067.9,3090.3,3031.8,3074.7
2006-03-01,3074.6,3127.25,3064.0,3123.1
2006-03-02,3124.25,3170.35,3124.25,3150.7
2006-03-03,3151.3,3167.2,3132.6,3147.3
2006-03-06,3147.25,3194.0,3147.2,3190.4
2006-03-07,3190.45,3192.95,3166.75,3182.8
2006-03-08,3183.45,3187.5,3107.9,3116.7
2006-03-09,3116.75,3132.65,3069.85,3129.1
2006-03-10,3129.05,3189.35,3128.6,3183.9
2006-03-13,3184.1,3221.3,3174.05,3202.6
2006-03-14,3197.2,3223.45,3184.05,3195.3
2006-03-16,3197.3,3230.4,3196.95,3226.6
2006-03-17,3226.9,3258.3,3226.9,3234.0
2006-03-20,3234.2,3268.25,3234.2,3265.6
2006-03-21,3264.65,3292.15,3247.25,3262.3
2006-03-22,3263.35,3267.95,3221.95,3240.1
2006-03-23,3240.85,3265.6,3225.2,3247.1
2006-03-24,3247.15,3286.2,3242.6,3279.8
2006-03-27,3283.4,3327.05,3280.8,3321.6
2006-03-28,3321.45,3344.5,3311.85,3325.0
2006-03-29,3324.85,3359.8,3324.8,3354.2
2006-03-30,3354.25,3433.85,3354.25,3418.9
2006-03-31,3420.55,3425.45,3381.9,3402.5
2006-04-03,3403.15,3478.25,3402.45,3473.3
2006-04-04,3473.1,3508.25,3463.85,3483.1
2006-04-05,3483.15,3513.95,3483.15,3510.9
2006-04-07,3525.6,3555.5,3445.9,3454.8
2006-04-10,3455.0,3489.05,3430.4,3478.4
2006-04-12,3479.1,3484.65,3366.75,3380.0
2006-04-13,3380.4,3391.05,3290.35,3345.5
2006-04-17,3342.15,3433.65,3342.15,3425.1
2006-04-18,3429.0,3521.95,3429.0,3518.1
2006-04-19,3523.65,3570.5,3502.75,3535.8
2006-04-20,3539.8,3578.35,3527.25,3573.5
2006-04-21,3576.75,3592.75,3517.1,3573.0
2006-04-24,3572.8,3585.35,3536.3,3548.9
2006-04-25,3548.8,3552.65,3433.55,3462.6
2006-04-26,3462.65,3562.3,3454.1,3555.7
2006-04-27,3554.7,3598.95,3492.75,3508.1
2006-04-28,3507.45,3517.65,3342.85,3508.3
2006-04-29,3508.35,3565.75,3508.35,3557.6
2006-05-02,3557.55,3622.05,3556.9,3605.4
2006-05-03,3604.4,3640.8,3581.4,3634.2
2006-05-04,3630.65,3674.5,3621.55,3648.4
2006-05-05,3649.45,3676.55,3639.55,3663.9
2006-05-08,3668.65,3708.55,3668.65,3693.1
2006-05-09,3694.65,3725.4,3655.65,3720.5
2006-05-10,3720.75,3758.05,3717.25,3754.2
2006-05-11,3755.8,3774.15,3687.9,3701.0
2006-05-12,3704.15,3704.15,3633.85,3650.0
2006-05-15,3651.0,3653.0,3482.85,3502.9
2006-05-16,3502.95,3543.5,3382.4,3523.3
2006-05-17,3525.05,3641.85,3525.05,3635.1
2006-05-18,3636.45,3636.45,3365.9,3388.9
2006-05-19,3391.85,3493.05,3205.25,3246.9
2006-05-22,3254.3,3313.9,2896.4,3081.3
2006-05-23,3068.6,3221.05,2997.35,3199.3
2006-05-24,3203.5,3249.75,3091.6,3115.5
2006-05-25,3114.7,3198.35,3012.95,3177.7
2006-05-26,3177.7,3277.95,3177.7,3209.6
2006-05-29,3207.25,3255.25,3193.15,3214.9
2006-05-30,3215.5,3252.1,3167.05,3185.3
2006-05-31,3181.95,3181.95,2972.9,3071.0
2006-06-01,3072.55,3130.0,2936.6,2962.2
2006-06-02,2961.5,3099.35,2940.2,3091.3
2006-06-05,3092.6,3125.4,3006.4,3016.6
2006-06-06,3015.05,3015.05,2910.3,2937.3
2006-06-07,2935.25,2956.9,2819.45,2860.4
2006-06-08,2856.9,2859.4,2683.2,2724.3
2006-06-09,2721.2,2875.75,2707.85,2866.3
2006-06-12,2867.65,2877.8,2761.85,2776.8
2006-06-13,2773.6,2773.6,2638.1,2663.3
2006-06-14,2665.05,2767.75,2595.65,2632.8
2006-06-15,2634.1,2814.15,2634.1,2798.8
2006-06-16,2799.85,2960.15,2799.85,2890.3
2006-06-19,2892.0,2932.9,2846.5,2916.9
2006-06-20,2919.0,2919.0,2837.45,2861.3
2006-06-21,2861.4,2930.8,2836.4,2923.4
2006-06-22,2923.75,3017.65,2923.75,2994.7
2006-06-23,2993.55,3063.2,2920.2,3042.7
2006-06-25,3043.15,3083.0,3035.95,3050.3
2006-06-26,3051.8,3059.85,2928.0,2943.2
2006-06-27,2943.6,3004.15,2899.25,2982.4
2006-06-28,2982.2,3003.65,2909.6,2981.1
2006-06-29,2982.9,3049.25,2982.9,2997.9
2006-06-30,2993.5,3134.15,2993.5,3128.2
2006-07-03,3128.75,3160.35,3114.85,3150.9
2006-07-04,3151.05,3177.4,3130.3,3138.6
2006-07-05,3136.95,3201.2,3121.8,3197.1
2006-07-06,3197.5,3197.5,3138.4,3156.4
2006-07-07,3157.95,3193.1,3056.3,3075.8
2006-07-10,3077.1,3147.7,3064.1,3142.0
2006-07-11,3145.3,3146.0,3100.4,3116.1
2006-07-12,3124.95,3201.35,3078.25,3195.9
2006-07-13,3196.3,3208.85,3148.95,3169.3
2006-07-14,3166.25,3166.25,3089.55,3123.3
2006-07-17,3123.65,3125.1,2999.35,3007.5
2006-07-18,3007.15,3038.25,2967.95,2993.6
2006-07-19,2995.85,3045.35,2919.95,2932.7
2006-07-20,2943.65,3041.25,2943.65,3023.0
2006-07-21,3025.1,3029.1,2930.15,2945.0
2006-07-24,2944.9,2996.65,2878.25,2985.8
2006-07-25,2989.5,3046.95,2987.15,3040.5
2006-07-26,3040.45,3121.4,3022.7,3110.1
2006-07-27,3109.85,3167.1,3109.85,3156.1
2006-07-28,3158.0,3168.5,3109.45,3130.8
2006-07-31,3131.35,3179.7,3110.6,3143.2
2006-08-01,3128.2,3154.7,3113.6,3147.8
2006-08-02,3129.45,3187.85,3127.9,3182.1
2006-08-03,3182.55,3234.25,3175.15,3190.0
2006-08-04,3189.7,3228.15,3161.8,3176.7
2006-08-07,3176.7,3178.5,3142.55,3151.1
2006-08-08,3151.55,3216.75,3151.55,3212.4
2006-08-09,3211.55,3267.2,3187.85,3254.6
2006-08-10,3254.6,3274.75,3229.45,3260.1
2006-08-11,3260.05,3286.5,3236.95,3274.3
2006-08-14,3274.95,3317.8,3269.15,3313.1
2006-08-16,3314.75,3377.1,3314.75,3356.0
2006-08-17,3359.7,3385.15,3328.6,3353.9
2006-08-18,3354.5,3366.25,3332.2,3356.7
2006-08-21,3356.8,3374.9,3332.9,3366.0
2006-08-22,3369.6,3398.35,3351.5,3364.6
2006-08-23,3363.6,3369.65,3325.1,3335.8
2006-08-24,3336.65,3379.55,3304.85,3370.4
2006-08-25,3368.55,3402.7,3368.55,3385.9
2006-08-28,3386.0,3405.3,3377.75,3401.1
2006-08-29,3405.05,3434.95,3396.1,3425.7
2006-08-30,3425.8,3440.2,3407.75,3430.3
2006-08-31,3404.5,3452.3,3403.65,3413.9
2006-09-01,3414.0,3439.5,3402.9,3435.4
2006-09-04,3435.55,3483.1,3435.55,3476.8
2006-09-05,3471.4,3488.6,3457.9,3473.7
2006-09-06,3474.4,3490.7,3465.8,3477.2
2006-09-07,3477.15,3478.85,3438.8,3454.5
2006-09-08,3454.65,3477.95,3442.85,3471.4
2006-09-11,3470.35,3486.65,3351.3,3366.1
2006-09-12,3363.3,3395.05,3328.45,3389.9
2006-09-13,3389.85,3470.65,3389.8,3454.5
2006-09-14,3454.6,3484.0,3454.6,3471.6
2006-09-15,3471.65,3487.45,3434.55,3478.6
2006-09-18,3478.65,3506.2,3478.4,3492.7
2006-09-19,3493.5,3514.95,3438.8,3457.3
2006-09-20,3457.85,3509.85,3419.75,3502.8
2006-09-21,3506.7,3556.35,3506.7,3553.0
2006-09-22,3554.05,3562.45,3525.4,3544.0
2006-09-25,3545.1,3568.65,3514.85,3523.4
2006-09-26,3523.7,3576.75,3517.15,3571.7
2006-09-27,3571.75,3603.7,3568.4,3579.3
2006-09-28,3579.95,3589.3,3560.75,3571.7
2006-09-29,3572.15,3599.8,3564.7,3588.4
2006-10-03,3588.95,3606.2,3561.7,3569.6
2006-10-04,3570.95,3580.05,3508.65,3515.3
2006-10-05,3515.6,3574.95,3515.6,3564.9
2006-10-06,3565.45,3583.75,3560.9,3569.7
2006-10-09,3570.05,3585.35,3540.45,3567.1
2006-10-10,3567.45,3597.2,3563.1,3571.0
2006-10-11,3581.55,3614.5,3544.25,3558.5
2006-10-12,3562.55,3626.8,3545.95,3621.0
2006-10-13,3621.65,3682.35,3621.65,3676.0
2006-10-16,3668.9,3729.7,3668.9,3723.9
2006-10-17,3726.4,3742.5,3691.35,3715.0
2006-10-18,3715.2,3727.0,3701.3,3710.6
2006-10-19,3711.1,3726.95,3655.05,3677.8
2006-10-20,3678.75,3714.25,3665.5,3676.8
2006-10-21,3680.85,3708.4,3662.85,3683.5
2006-10-23,3683.4,3690.85,3651.2,3657.3
2006-10-26,3656.2,3686.85,3651.2,3677.5
2006-10-27,3676.85,3747.35,3674.8,3739.3
2006-10-30,3739.35,3776.05,3719.45,3769.1
2006-10-31,3770.5,3782.85,3726.75,3744.1
2006-11-01,3744.1,3777.7,3737.0,3767.0
2006-11-02,3769.4,3805.5,3761.9,3791.2
2006-11-03,3793.05,3809.65,3771.0,3805.3
2006-11-06,3804.75,3822.4,3798.25,3809.2
2006-11-07,3812.15,3840.45,3789.4,3798.7
2006-11-08,3799.2,3809.95,3737.2,3777.3
2006-11-09,3777.8,3808.2,3769.8,3796.4
2006-11-10,3796.05,3842.4,3785.4,3834.7
2006-11-13,3834.8,3862.05,3834.0,3858.7
2006-11-14,3862.0,3883.0,3850.75,3865.9
2006-11-15,3865.95,3888.8,3838.25,3876.3
2006-11-16,3876.4,3900.4,3863.85,3876.8
2006-11-17,3877.0,3891.85,3835.7,3852.8
2006-11-20,3852.65,3866.95,3794.3,3856.1
2006-11-21,3859.5,3921.7,3856.75,3918.2
2006-11-22,3918.3,3960.0,3909.6,3954.7
2006-11-23,3955.3,3976.8,3933.7,3945.4
2006-11-24,3945.45,3965.8,3935.3,3950.8
2006-11-27,3974.95,3974.95,3948.85,3968.9
2006-11-28,3966.0,3966.0,3911.55,3921.7
2006-11-29,3922.5,3952.4,3920.0,3928.2
2006-11-30,3929.4,3973.0,3929.4,3954.5
2006-12-01,3955.7,4001.3,3953.95,3997.6
2006-12-04,4002.4,4015.25,3991.55,4001.0
2006-12-05,4001.25,4033.2,4001.25,4015.7
2006-12-06,4016.0,4036.2,3982.5,4015.9
2006-12-07,4015.0,4027.7,4001.4,4015.3
2006-12-08,4015.75,4046.85,3948.7,3962.0
2006-12-11,3961.9,3965.05,3798.3,3849.5
2006-12-12,3849.1,3861.25,3661.6,3716.9
2006-12-13,3716.75,3777.6,3657.65,3765.2
2006-12-14,3765.7,3855.05,3763.5,3843.0
2006-12-15,3849.6,3908.45,3845.45,3888.6
2006-12-18,3888.2,3934.0,3828.15,3928.7
2006-12-19,3928.85,3931.9,3783.45,3832.0
2006-12-20,3832.15,3886.1,3787.55,3815.5
2006-12-21,3814.75,3851.2,3768.8,3833.5
2006-12-22,3834.9,3880.15,3823.4,3871.1
2006-12-26,3871.3,3946.1,3870.45,3940.5
2006-12-27,3942.75,3986.75,3937.7,3974.2
2006-12-28,3974.2,3997.35,3961.95,3970.5
2006-12-29,3971.65,3991.6,3960.45,3966.4
2007-01-02,3966.25,4016.65,3964.95,4007.4
2007-01-03,4007.7,4029.8,3985.0,4024.0
2007-01-04,4027.3,4041.0,3979.8,3988.8
2007-01-05,3990.15,4011.45,3969.65,3983.4
2007-01-08,3983.3,3987.45,3913.0,3933.4
2007-01-09,3933.3,3963.75,3890.75,3911.4
2007-01-10,3910.95,3911.95,3841.7,3850.3
2007-01-11,3852.15,3953.1,3833.6,3942.2
2007-01-12,3944.55,4059.15,3944.55,4052.4
2007-01-15,4052.85,4099.65,4052.4,4078.4
2007-01-16,4090.7,4107.45,4067.9,4080.5
2007-01-17,4084.9,4096.75,4071.55,4076.4
2007-01-18,4075.2,4140.25,4075.2,4109.0
2007-01-19,4126.0,4137.15,4058.35,4090.1
2007-01-22,4089.6,4114.5,4069.95,4102.4
2007-01-23,4102.65,4105.1,4056.45,4066.1
2007-01-24,4066.6,4098.25,4065.75,4089.9
2007-01-25,4092.05,4157.95,4090.1,4147.7
2007-01-29,4148.4,4167.15,4115.75,4124.4
2007-01-31,4123.85,4137.85,4068.55,4082.7
2007-02-01,4083.4,4141.6,4081.1,4137.2
2007-02-02,4140.2,4198.7,4132.95,4183.5
2007-02-05,4193.15,4219.0,4170.0,4215.3
2007-02-06,4216.55,4228.15,4186.15,4195.9
2007-02-07,4198.2,4232.3,4192.85,4224.2
2007-02-08,4232.0,4245.3,4188.45,4223.4
2007-02-09,4223.5,4239.2,4171.8,4187.4
2007-02-12,4187.2,4187.2,4044.35,4058.3
2007-02-13,4069.1,4132.7,3998.3,4044.5
2007-02-14,4044.9,4057.35,3965.2,4047.1
2007-02-15,4046.8,4155.7,4046.8,4146.2
2007-02-19,4149.25,4177.7,4149.25,4164.5
2007-02-20,4164.85,4175.45,4099.55,4106.9
2007-02-21,4107.15,4132.8,4080.9,4096.2
2007-02-22,4096.65,4126.9,4023.15,4040.0
2007-02-23,4046.0,4065.45,3918.2,3938.9
2007-02-26,3939.1,3958.9,3856.7,3942.0
2007-02-27,3948.05,3958.0,3873.85,3893.9
2007-02-28,3893.4,3893.4,3674.85,3745.3
2007-03-01,3745.4,3818.75,3718.15,3811.2
2007-03-02,3811.65,3842.05,3711.05,3726.7
2007-03-05,3726.5,3726.65,3554.5,3576.5
2007-03-06,3577.15,3679.15,3576.65,3655.6
2007-03-07,3661.55,3714.15,3568.55,3626.8
2007-03-08,3627.25,3779.5,3626.8,3761.6
2007-03-09,3761.85,3795.7,3684.25,3718.0
2007-03-12,3717.45,3781.45,3713.9,3734.6
2007-03-13,3735.25,3775.85,3717.15,3770.5
2007-03-14,3768.4,3768.4,3623.0,3641.1
2007-03-15,3644.9,3711.05,3630.55,3643.6
2007-03-16,3639.35,3683.6,3573.85,3608.5
2007-03-19,3611.3,3683.35,3602.85,3678.9
2007-03-20,3680.35,3725.0,3676.65,3697.6
2007-03-21,3697.7,3771.2,3680.6,3764.5
2007-03-22,3764.5,3881.0,3764.5,3875.9
2007-03-23,3876.75,3901.75,3850.8,3861.0
2007-03-26,3863.45,3885.45,3768.25,3819.9
2007-03-28,3818.75,3830.3,3752.95,3761.1
2007-03-29,3759.15,3805.85,3750.35,3798.1
2007-03-30,3788.85,3832.2,3785.3,3821.5
2007-04-02,3820.0,3820.0,3617.0,3633.6
2007-04-03,3633.85,3703.05,3632.2,3690.6
2007-04-04,3689.75,3751.4,3689.75,3733.2
2007-04-05,3735.2,3771.45,3709.15,3752.0
2007-04-09,3752.9,3850.9,3747.25,3843.5
2007-04-10,3844.15,3858.35,3819.3,3848.1
2007-04-11,3848.35,3876.35,3844.75,3862.6
2007-04-12,3861.85,3861.85,3811.25,3829.8
2007-04-13,3830.35,3924.55,3828.45,3917.3
2007-04-16,3920.5,4016.8,3920.5,4013.3
2007-04-17,4014.4,4030.0,3976.25,3984.9
2007-04-18,3989.6,4039.25,3981.75,4011.6
2007-04-19,3998.5,4011.0,3933.35,3997.6
2007-04-20,4000.25,4090.05,3995.5,4083.5
2007-04-23,4083.55,4122.35,4075.2,4085.1
2007-04-24,4085.1,4162.15,4057.7,4141.8
2007-04-25,4134.25,4173.3,4114.35,4167.3
2007-04-26,4170.05,4217.9,4143.25,4177.8
2007-04-27,4182.0,4182.0,4074.3,4083.5
2007-04-30,4081.6,4096.9,4028.9,4087.9
2007-05-03,4089.45,4161.2,4080.75,4150.8
2007-05-04,4168.9,4180.9,4109.7,4117.3
2007-05-07,4117.5,4157.65,4103.6,4111.1
2007-05-08,4111.25,4136.05,4066.4,4077.0
2007-05-09,4077.25,4087.8,4030.55,4079.3
2007-05-10,4079.6,4134.2,4057.55,4066.8
2007-05-11,4070.2,4094.65,3981.15,4076.6
2007-05-14,4078.8,4151.3,4072.45,4134.3
2007-05-15,4134.3,4150.45,4102.45,4120.3
2007-05-16,4125.4,4181.0,4113.05,4170.9
2007-05-17,4172.1,4232.45,4172.1,4219.5
2007-05-18,4216.5,4228.45,4177.0,4214.5
2007-05-21,4217.65,4269.35,4217.55,4260.9
2007-05-22,4263.1,4281.6,4234.1,4278.1
2007-05-23,4279.6,4291.4,4231.05,4246.2
2007-05-24,4246.2,4250.85,4189.05,4204.9
2007-05-25,4197.85,4256.4,4141.35,4248.1
2007-05-28,4248.35,4295.6,4242.8,4256.5
2007-05-29,4257.6,4298.85,4248.9,4293.2
2007-05-30,4292.7,4301.6,4241.35,4249.6
2007-05-31,4250.25,4306.75,4250.25,4295.8
2007-06-01,4296.05,4325.8,4288.55,4297.0
2007-06-04,4300.7,4362.95,4256.45,4267.0
2007-06-05,4268.9,4292.5,4249.1,4284.6
2007-06-06,4285.75,4324.1,4190.95,4198.2
2007-06-07,4197.6,4230.05,4130.5,4179.5
2007-06-08,4179.5,4195.15,4126.1,4145.0
2007-06-11,4183.75,4205.2,4134.95,4145.6
2007-06-12,4139.7,4166.85,4100.8,4155.2
2007-06-13,4155.2,4161.8,4102.95,4113.0
2007-06-14,4113.2,4174.05,4112.85,4170.0
2007-06-15,4186.4,4209.45,4153.7,4171.4
2007-06-18,4177.0,4208.15,4140.25,4147.1
2007-06-19,4143.85,4222.4,4136.15,4214.3
2007-06-20,4214.3,4257.0,4214.3,4248.6
2007-06-21,4248.65,4275.35,4220.1,4267.4
2007-06-22,4267.55,4278.85,4242.5,4252.0
2007-06-25,4251.4,4264.25,4236.3,4259.4
2007-06-26,4259.4,4296.15,4250.1,4285.7
2007-06-27,4286.2,4294.2,4255.25,4263.9
2007-06-28,4263.9,4291.4,4256.9,4282.0
2007-06-29,4282.4,4321.35,4280.95,4318.3
2007-07-02,4318.4,4346.75,4305.45,4313.7
2007-07-03,4315.05,4363.35,4313.55,4357.5
2007-07-04,4358.25,4386.45,4342.0,4359.3
2007-07-05,4359.2,4378.55,4311.8,4353.9
2007-07-06,4353.1,4411.0,4304.0,4384.8
2007-07-09,4385.45,4427.55,4385.45,4419.4
2007-07-10,4419.1,4434.45,4393.0,4406.0
2007-07-11,4403.8,4411.45,4344.7,4387.1
2007-07-12,4388.05,4451.95,4387.05,4446.1
2007-07-13,4446.4,4513.9,4446.05,4504.5
2007-07-16,4505.95,4521.85,4495.95,4512.1
2007-07-17,4497.1,4550.25,4488.25,4496.7
2007-07-18,4498.65,4510.8,4452.85,4499.5
2007-07-19,4500.35,4573.0,4496.2,4562.1
2007-07-20,4563.75,4600.8,4553.8,4566.0
2007-07-23,4564.25,4628.45,4547.2,4619.3
2007-07-24,4620.05,4647.95,4609.75,4620.7
2007-07-25,4620.5,4620.5,4555.8,4588.7
2007-07-26,4593.1,4624.3,4570.8,4619.8
2007-07-27,4618.65,4618.9,4424.25,4445.2
2007-07-30,4442.35,4493.05,4403.7,4440.0
2007-07-31,4444.25,4534.2,4432.85,4528.8
2007-08-01,4528.85,4532.9,4339.75,4345.8
2007-08-02,4356.35,4399.75,4327.0,4356.3
2007-08-03,4355.75,4428.1,4355.75,4401.5
2007-08-06,4404.05,4404.05,4267.15,4339.5
2007-08-07,4341.5,4406.4,4341.5,4356.3
2007-08-08,4357.0,4472.15,4356.75,4462.1
2007-08-09,4462.25,4530.05,4390.8,4403.2
2007-08-10,4393.6,4395.5,4239.2,4333.3
2007-08-13,4324.65,4383.8,4324.65,4373.6
2007-08-14,4373.9,4394.3,4354.35,4370.2
2007-08-16,4366.0,4366.0,4171.15,4178.6
2007-08-17,4171.1,4171.1,4002.2,4108.0
2007-08-20,4108.95,4262.6,4108.95,4209.0
2007-08-21,4209.55,4238.1,4058.55,4074.9
2007-08-22,4081.25,4165.7,4040.15,4153.1
2007-08-23,4160.1,4249.85,4100.8,4114.9
2007-08-24,4113.05,4201.45,4110.05,4190.1
2007-08-27,4193.6,4310.0,4193.6,4302.6
2007-08-28,4302.4,4329.15,4280.6,4320.7
2007-08-29,4317.7,4368.6,4226.35,4359.3
