title,author,category,publish_year,title_id,author_id,cover_url,book_stats,descriptions,reading_stats
Using Electricity,Angela Royston,juvenile_literature,First published in 2008,/works/OL28365091W,/authors/OL30877A/Angela_Royston,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Not-Quite-So-Easy Origami,Mary Meinking,juvenile_literature,First published in 2009,/works/OL28365268W,/authors/OL5118510A/Mary_Meinking,/images/icons/avatar_book-sm.png,Publish Date 2009|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Critical Perspectives on Pollution,Stephanie Watson,juvenile_literature,First published in 2006,/works/OL28365036W,/authors/OL5105146A/Stephanie_Watson,/images/icons/avatar_book-sm.png,Publish Date 2006|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
John Cena,Tracy Brown,juvenile_literature,First published in 2011,/works/OL28364806W,/authors/OL7032144A/Tracy_Brown,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Needs and Wants,Gillia M. Olson,juvenile_literature,First published in 2009,/works/OL28365259W,/authors/OL1389123A/Gillia_M._Olson,/images/icons/avatar_book-sm.png,Publish Date 2009|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Why Do Spiders Live in Webs?,Nicolas Brasch,juvenile_literature,First published in 2010,/works/OL28364608W,/authors/OL1392245A/Nicolas_Brasch,/images/icons/avatar_book-sm.png,Publish Date 2010|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Guess Who - Jumps,Diana Estigarribia,juvenile_literature,First published in 2009,/works/OL28365118W,/authors/OL1390619A/Diana_Estigarribia,/images/icons/avatar_book-sm.png,Publish Date 2009|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Pillbugs,Martha E. H. Rustad,juvenile_literature,First published in 2009,/works/OL28365129W,/authors/OL7456111A/Martha_E._H._Rustad,/images/icons/avatar_book-sm.png,Publish Date 2009|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Math Fun,Evelyn Marcie Aboff,juvenile_literature,First published in 2008,/works/OL28364955W,/authors/OL7617467A/Evelyn_Marcie_Aboff,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Talented Tails up Close,Melissa Stewart,juvenile_literature,First published in 2012,/works/OL28364857W,/authors/OL7484022A/Melissa_Stewart,/images/icons/avatar_book-sm.png,"Publish Date 2012|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
White Rhino,Louise Spilsbury,juvenile_literature,First published in 2011,/works/OL28364543W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Wildebeest,Louise Spilsbury,juvenile_literature,First published in 2011,/works/OL28364678W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Bactrian Camel,Anita Ganeri,juvenile_literature,First published in 2011,/works/OL28365306W,/authors/OL18809A/Anita_Ganeri,/images/icons/avatar_book-sm.png,Publish Date 2011|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Airplanes in Action,Lola M. Schaefer,juvenile_literature,First published in 2012,/works/OL28364835W,/authors/OL7391311A/Lola_M._Schaefer,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Luna/the Moon,Martha E. H. Rustad,juvenile_literature,First published in 2012,/works/OL28364841W,/authors/OL7456111A/Martha_E._H._Rustad,/images/icons/avatar_book-sm.png,Publish Date 2012|Publisher  Capstone|Language Multiple languages,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Doctors,Dana Meachen Rau,juvenile_literature,First published in 2008,/works/OL28365117W,/authors/OL9609792A/Dana_Meachen_Rau,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Blue,John Farndon,juvenile_literature,First published in 2006,/works/OL28365110W,/authors/OL238071A/John_Farndon,/images/icons/avatar_book-sm.png,Publish Date 2006|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Comparing Materials,Cassie Mayer,juvenile_literature,First published in 2008,/works/OL28365092W,/authors/OL1433125A/Cassie_Mayer,/images/icons/avatar_book-sm.png,Publish Date 2008|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Magic tricks you can do!,Robyn Supraner,juvenile_literature,First published in 1981,/works/OL2844304W?edition=ia%3Amagictricksyouca00supr,/authors/OL426936A/Robyn_Supraner,//covers.openlibrary.org/b/olid/OL4105121M-M.jpg,Publish Date 1981|Publisher  Troll Associates|Language English|Pages 47,Sheldon and Rosie demonstrate a variety of simple and amusing magic tricks.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Science secrets,Robyn Supraner,juvenile_literature,First published in 1981,/works/OL2844317W?edition=ia%3Asciencesecrets00supr,/authors/OL426936A/Robyn_Supraner,//covers.openlibrary.org/b/olid/OL4108936M-M.jpg,Publish Date 1981|Publisher  Troll Associates|Language English|Pages 47,Instructions for doing simple experiments which prove basic scientific principles.   Read more Read less,0 Want to read|0 Currently reading|0 Have read
Critical Perspectives on Abortion,Anne C. Cunningham,juvenile_literature,First published in 2017,/works/OL28382315W,/authors/OL7512388A/Anne_C._Cunningham,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Skunks after Dark,Heather Moore Niver,juvenile_literature,First published in 2015,/works/OL28381787W,/authors/OL6839789A/Heather_Moore_Niver,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What You Can Do about Allergies,Sara L. Latta,juvenile_literature,First published in 2015,/works/OL28381746W,/authors/OL233713A/Sara_L._Latta,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
We Love Red!,Richard Little,juvenile_literature,First published in 2015,/works/OL28381822W,/authors/OL7695660A/Richard_Little,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
China Anne Mcclain,Kristen Rajczak Nelson,juvenile_literature,First published in 2016,/works/OL28382104W,/authors/OL7422740A/Kristen_Rajczak_Nelson,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Snow Leopards after Dark,Heather Moore Niver,juvenile_literature,First published in 2016,/works/OL28381976W,/authors/OL6839789A/Heather_Moore_Niver,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What Is a Technical Text?,Jeri Freedman,juvenile_literature,First published in 2014,/works/OL28381547W,/authors/OL1391971A/Jeri_Freedman,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Oranges,Cecelia H. Brannon,juvenile_literature,First published in 2017,/works/OL28382312W,/authors/OL7487178A/Cecelia_H._Brannon,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cave Geologists,Christine Honders,juvenile_literature,First published in 2015,/works/OL28381795W,/authors/OL7603926A/Christine_Honders,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Screws at Work,Dawn LaMachia,juvenile_literature,First published in 2015,/works/OL28381745W,/authors/OL8535181A/Dawn_LaMachia,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Opossums after Dark,Heather Moore Niver,juvenile_literature,First published in 2015,/works/OL28381783W,/authors/OL6839789A/Heather_Moore_Niver,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Invasive Insect Species,Richard Spilsbury,juvenile_literature,First published in 2014,/works/OL28381561W,/authors/OL2014881A/Richard_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Basketball,Ryan Nagelhout,juvenile_literature,First published in 2017,/works/OL28382306W,/authors/OL7129484A/Ryan_Nagelhout,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Return of the Bald Eagle,Heather Moore Niver,juvenile_literature,First published in 2017,/works/OL28382337W,/authors/OL6839789A/Heather_Moore_Niver,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Top 10 Dunkers in Basketball,David Aretha,juvenile_literature,First published in 2016,/works/OL28381981W,/authors/OL225188A/David_Aretha,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Pan-American Highway,Benjamin Proudfit,juvenile_literature,First published in 2016,/works/OL28381992W,/authors/OL7529515A/Benjamin_Proudfit,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Talk Like a Hockey Player,Ryan Nagelhout,juvenile_literature,First published in 2016,/works/OL28382135W,/authors/OL7129484A/Ryan_Nagelhout,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Really Strange Mammals,Janey Levy,juvenile_literature,First published in 2016,/works/OL28382107W,/authors/OL1424930A/Janey_Levy,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Minerals,Richard Spilsbury,juvenile_literature,First published in 2015,/works/OL28381684W,/authors/OL2014881A/Richard_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
What Are the Elements of the Weather?,Joanne Randolph,juvenile_literature,First published in 2014,/works/OL28381576W,/authors/OL1388132A/Joanne_Randolph,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Freaky Stories about Technology,Ryan Nagelhout,juvenile_literature,First published in 2016,/works/OL28381906W,/authors/OL7129484A/Ryan_Nagelhout,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
More Thanksgiving Origami,Ruth Owen,juvenile_literature,First published in 2014,/works/OL28381553W,/authors/OL7488117A/Ruth_Owen,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
When Blizzards Blow,Therese Shea,juvenile_literature,First published in 2015,/works/OL28381645W,/authors/OL1392017A/Therese_Shea,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Robotics,Louise Spilsbury,juvenile_literature,First published in 2016,/works/OL28382000W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Grandmothers Are Part of a Family,Lucia Raatma,juvenile_literature,First published in 2017,/works/OL28382256W,/authors/OL26377A/Lucia_Raatma,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Robots in the Military,Louise Spilsbury,juvenile_literature,First published in 2015,/works/OL28381641W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
In Your Own Voice,Rosen Publishing Staff,juvenile_literature,First published in 2014,/works/OL28381551W,/authors/OL10525848A/Rosen_Publishing_Staff,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Pukey Book of Vomit,Connie Colwell Miller,juvenile_literature,First published in 2016,/works/OL28382139W,/authors/OL6587339A/Connie_Colwell_Miller,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Northern Lights Sighting!,Joanne Randolph,juvenile_literature,First published in 2017,/works/OL28382317W,/authors/OL1388132A/Joanne_Randolph,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Zombie Caterpillars,Frances Nagle,juvenile_literature,First published in 2015,/works/OL28381643W,/authors/OL3813499A/Frances_Nagle,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
I Can Build a Fort!,Ruth Owen,juvenile_literature,First published in 2017,/works/OL28382327W,/authors/OL7488117A/Ruth_Owen,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Grandfathers Are Part of a Family,Lucia Raatma,juvenile_literature,First published in 2017,/works/OL28382254W,/authors/OL26377A/Lucia_Raatma,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Eagles,Tammy Gagne,juvenile_literature,First published in 2016,/works/OL28381725W,/authors/OL1432176A/Tammy_Gagne,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Becoming a Database Administrator,Mary-Lane Kamberg,juvenile_literature,First published in 2017,/works/OL28382343W,/authors/OL3123627A/Mary-Lane_Kamberg,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Writing Engaging Features,Rosen Publishing Staff,juvenile_literature,First published in 2014,/works/OL28381548W,/authors/OL10525848A/Rosen_Publishing_Staff,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Invasive Plant Species,Richard Spilsbury,juvenile_literature,First published in 2014,/works/OL28381490W,/authors/OL2014881A/Richard_Spilsbury,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Learning about Media Literacy,Martha E. H. Rustad,juvenile_literature,First published in 2015,/works/OL28382421W,/authors/OL7456111A/Martha_E._H._Rustad,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Top 10 Dunks in Basketball,David Aretha,juvenile_literature,First published in 2016,/works/OL28381883W,/authors/OL225188A/David_Aretha,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Really Strange Insects,Ryan Nagelhout,juvenile_literature,First published in 2016,/works/OL28382125W,/authors/OL7129484A/Ryan_Nagelhout,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Ethiopia,Debbie Nevins,juvenile_literature,First published in 2016,/works/OL28382097W,/authors/OL7277872A/Debbie_Nevins,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
24 Hours in a Lake,Alicia Klepeis,juvenile_literature,First published in 2017,/works/OL28382218W,/authors/OL7641110A/Alicia_Klepeis,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Cockroaches,Sarah Machajewski,juvenile_literature,First published in 2015,/works/OL28381574W,/authors/OL7598584A/Sarah_Machajewski,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
We Love Yellow!,Richard Little,juvenile_literature,First published in 2015,/works/OL28381821W,/authors/OL7695660A/Richard_Little,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Experiments with Weather,"Gardner, Robert",juvenile_literature,First published in 2017,/works/OL28382313W,/authors/OL188128A/Gardner_Robert,/images/icons/avatar_book-sm.png,"Publish Date 2017|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Discovering Dark Matter,Philip Wolny,juvenile_literature,First published in 2014,/works/OL28381566W,/authors/OL1389088A/Philip_Wolny,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
10 Great Makerspace Projects Using Art,Adam Furgang,juvenile_literature,First published in 2017,/works/OL28382346W,/authors/OL3490421A/Adam_Furgang,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Vampire Bats after Dark,Heather Moore Niver,juvenile_literature,First published in 2016,/works/OL28381979W,/authors/OL6839789A/Heather_Moore_Niver,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Enslow Publishing, LLC|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Under the Ground,Louise Spilsbury,juvenile_literature,First published in 2016,/works/OL28382137W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,"Publish Date 2016|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Science of Soccer,Emily Mahoney,juvenile_literature,First published in 2015,/works/OL28381675W,/authors/OL7647253A/Emily_Mahoney,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Praying Mantises,Lisa J. Amstutz,juvenile_literature,First published in 2017,/works/OL28382290W,/authors/OL6933033A/Lisa_J._Amstutz,/images/icons/avatar_book-sm.png,Publish Date 2017|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Mummies,Cathleen Small,juvenile_literature,First published in 2016,/works/OL28381948W,/authors/OL7536717A/Cathleen_Small,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Celebrating Birth Around the World,Anita Ganeri,juvenile_literature,First published in 2015,/works/OL28381625W,/authors/OL18809A/Anita_Ganeri,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Sports Rivalries,Matt Doeden,juvenile_literature,First published in 2015,/works/OL28381528W,/authors/OL1389450A/Matt_Doeden,//covers.openlibrary.org/b/olid/OL38860132M-M.jpg,Publish Date 2015|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Robots in Space,Louise Spilsbury,juvenile_literature,First published in 2015,/works/OL28381650W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Football's Greatest Records,Ryan Nagelhout,juvenile_literature,First published in 2014,/works/OL28381557W,/authors/OL7129484A/Ryan_Nagelhout,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
We Need Bats,Heather Moore Niver,juvenile_literature,First published in 2015,/works/OL28381677W,/authors/OL6839789A/Heather_Moore_Niver,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
"Janice VanCleave's Wild, Wacky, and Weird Astronomy Experiments",Janice VanCleave,juvenile_literature,First published in 2016,/works/OL28381969W,/authors/OL2736366A/Janice_VanCleave,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Crocodiles,Therese Shea,juvenile_literature,First published in 2014,/works/OL28381554W,/authors/OL1392017A/Therese_Shea,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Expressing Your Opinion,Rosen Publishing Staff,juvenile_literature,First published in 2014,/works/OL28381549W,/authors/OL10525848A/Rosen_Publishing_Staff,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Robots in Industry,Louise Spilsbury,juvenile_literature,First published in 2015,/works/OL28381648W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Biopharmaceuticals,Monica Gill,juvenile_literature,First published in 2015,/works/OL28381676W,/authors/OL7691795A/Monica_Gill,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Science of Light,Mary Colson,juvenile_literature,First published in 2015,/works/OL28381824W,/authors/OL2964697A/Mary_Colson,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Journalism and the Law,Rosen Publishing Staff,juvenile_literature,First published in 2014,/works/OL28381571W,/authors/OL10525848A/Rosen_Publishing_Staff,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Finland,Elizabeth Schmermund,juvenile_literature,First published in 2016,/works/OL28382096W,/authors/OL7284575A/Elizabeth_Schmermund,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Cavendish Square Publishing LLC|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Science of Magnetism,Louise Spilsbury,juvenile_literature,First published in 2015,/works/OL28381825W,/authors/OL1394428A/Louise_Spilsbury,/images/icons/avatar_book-sm.png,"Publish Date 2015|Publisher  Stevens Publishing LLLP, Gareth|Language English",This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Backyard Birds,Lisa J. Amstutz,juvenile_literature,First published in 2016,/works/OL28381728W,/authors/OL6933033A/Lisa_J._Amstutz,/images/icons/avatar_book-sm.png,Publish Date 2016|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
I Have a Food Allergy. Now What?,Judy Monroe Peterson,juvenile_literature,First published in 2014,/works/OL28381573W,/authors/OL5043513A/Judy_Monroe_Peterson,/images/icons/avatar_book-sm.png,Publish Date 2014|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Powering up a Career in Internet Security,Don Rauf,juvenile_literature,First published in 2015,/works/OL28381679W,/authors/OL2775782A/Don_Rauf,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Rosen Publishing Group|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
Underground Safari,Jody Sullivan Rake,juvenile_literature,First published in 2015,/works/OL28381703W,/authors/OL1429534A/Jody_Sullivan_Rake,/images/icons/avatar_book-sm.png,Publish Date 2015|Publisher  Capstone|Language English,This edition doesn't have a description yet. Can you add one?,0 Want to read|0 Currently reading|0 Have read
