id,freq,name
nm0643211,1,Philip Ober
nm0000406,1,John Ford
nm9741458,1,Burak Akçakaya
nm0234541,1,Roy Dotrice
nm0001618,3,Joaquin Phoenix
nm0016039,1,Mario Alarcón
nm0726900,1,Lucia Rijker
nm4706289,1,Nadia Essadiqi
nm0000621,1,Kurt Russell
nm0046725,1,Sam Bagley
nm0209759,1,Luis De Lima
nm0076700,1,Sara Berner
nm1542198,1,Henry Baird
nm0004937,2,Jamie Foxx
nm0386046,1,Anny Hintze
nm0408184,1,Roger Imhof
nm0677654,1,Enzo Petito
nm1796924,1,Volker Michalowski
nm0932112,1,Mykelti Williamson
nm0065320,1,Graham Beckel
nm0001021,1,Veronica Cartwright
nm1092540,1,Tanya Clarke
nm0871252,1,B. Traven
nm0732945,1,Nichole Galicia
nm0634279,1,Jane Nolan
nm0508742,1,Brian Libby
nm0070507,1,Richard Bender
nm0071059,1,Hubertus Bengsch
nm1099016,1,Giles New
nm0672459,2,David Webb Peoples
nm0230032,10,Pete Docter
nm0288830,1,Douglas Fowley
nm0592135,2,Lin-Manuel Miranda
nm0001351,1,George Roy Hill
nm0233377,1,Jesse Doran
nm0814885,1,Fred Sorenson
nm0491011,1,Guillaume Laurant
nm0289856,1,Guillermo Francella
nm0028625,1,David Andrews
nm0950867,1,Harris Yulin
nm0683116,1,Tim Pigott-Smith
nm0488306,1,Linda Larkin
nm0341055,1,Joe Grifasi
nm0721675,1,David Reynolds
nm0041767,1,Joe Aufiery
nm0284997,1,Amerigo Fontani
nm1126070,1,Gurkirtan
nm0265670,1,Frankie Faison
nm4733752,1,Kimiko Glenn
nm4261031,1,Sujatha Sivakumar
nm0000799,1,Edward Asner
nm0526058,1,Margarito Luna
nm0387561,1,Halliwell Hobbes
nm0571650,1,Charles McKeown
nm0001133,1,Brian Dennehy
nm0000795,1,Jean Arthur
nm0525921,1,Joanna Lumley
nm0001814,1,Gus Van Sant
nm0179893,1,Charles Cork
nm0001571,1,Kim Novak
nm0094435,4,Bong Joon Ho
nm0605365,1,P.H. Moriarty
nm0753479,1,Chishû Ryû
nm0056477,1,Byron Barr
nm0380073,1,Maximiliano Hernández
nm0225741,1,Charles Dierkop
nm0260421,1,Ernesto Escoto
nm0369841,1,Jean C. Havez
nm0386570,1,Oliver Hirschbiegel
nm0273371,1,Alex Fernandez
nm4841883,1,Asriah Nijres
nm0678469,1,Gio Petré
nm1164098,1,Jamie de Courcey
nm0231698,1,Vasiliy Domrachyov
nm0610115,1,Marcel Moussy
nm0069724,1,Carla Belver
nm9741456,1,Tugyan Akay Kavukçu
nm2368789,2,Zoë Kravitz
nm0565068,1,Brendan McCarthy
nm0113909,1,Jophery C. Brown
nm0164950,1,Philip L. Clarke
nm0001940,2,Peter Benchley
nm0520199,1,Sal Lopez
nm0678956,1,Kambiz Peykarnegar
nm3395251,1,Jon Rua
nm0818874,1,Joe Spinell
nm1040556,1,Jon Krakauer
nm0653959,1,Rick Overton
nm0313438,1,Gladys George
nm0041756,1,Patrick Auffay
nm0915989,3,Hugo Weaving
nm1659221,1,Sebastian Stan
nm0224214,1,Nicola Di Pinto
nm0000564,2,Peter O'Toole
nm0000683,1,Gore Vidal
nm0817748,1,Bruce Spence
nm5208473,1,Iota
nm0001583,1,Jerry Orbach
nm0959022,1,Darrell Zwerling
nm0602968,1,Seamus Moran
nm3115704,1,Ahney Her
nm0000434,3,Mark Hamill
nm0565336,3,Tom McCarthy
nm0000410,1,Stephen Fry
nm1640149,1,Dan Brown
nm0369617,1,Jerry Hausner
nm0073415,1,Aleksandr Berda
nm2871845,1,Jacob Stringer
nm0112203,1,Rand Brooks
nm0802280,1,Isaac C. Singleton Jr.
nm0415513,1,Melissa Jaffer
nm0768026,1,Ikio Sawamura
nm0189144,1,David Cross
nm1825214,1,John Mulaney
nm0077512,2,Christopher Berry
nm0360545,1,Bill Hanrahan
nm2931166,1,Escalante Lundy
nm0414825,1,Egon Jacobsohn
nm0000096,1,Gillian Anderson
nm0000521,1,Sophie Marceau
nm0175333,1,Myles Connolly
nm3960408,1,Magnus Nolan
nm0400879,1,Richard Hughes
nm0288976,1,Emilia Fox
nm0701374,2,Mario Puzo
nm0133636,1,Urbain Cancelier
nm2581729,1,Amanda Warren
nm0789970,1,Sebastian Shaw
nm0798788,1,Scott Silver
nm0268426,1,Betty Farrington
nm0508105,1,John Leyton
nm0402032,2,Barry Humphries
nm0468003,1,Hubert Koundé
nm0178066,1,Gladys Cooper
nm8442060,1,Carleigh Bettiol
nm2273391,1,Mike Hatton
nm0873779,1,Gary Trousdale
nm0786614,1,Andrzej Seweryn
nm0001615,1,Elizabeth Peña
nm0113873,1,Joe E. Brown
nm1000409,1,Harry Belcher
nm0364807,1,Jamie Harris
nm11432327,1,Hwang In Kyung
nm0283311,1,Darlanne Fluegel
nm0001008,4,Frank Capra
nm0746830,1,J.K. Rowling
nm7453477,1,Jack Schumacher
nm0868153,2,Giuseppe Tornatore
nm1049433,1,Lenny Abrahamson
nm0279469,1,Eddie Fisher
nm0036427,1,Edward Arnold
nm0429069,1,Rashida Jones
nm0004517,1,Jason Alexander
nm1113863,1,Graham Duff
nm0327104,1,Ryûtarô Gomi
nm0323098,1,Bruce Glover
nm0853105,1,Ron Taylor
nm1035060,1,Harry Ayers
nm4833412,1,Dwight Henry
nm0524726,2,Bud Luckey
nm1112144,1,Yumi Tamai
nm0388517,1,Heinz Hoenig
nm0898288,3,Denis Villeneuve
nm0536009,1,Lamberto Maggiorani
nm0331131,1,Tom Gorman
nm0056770,1,Adriana Barraza
nm0557751,1,Peter Masterson
nm8135195,1,Rajisha Vijayan
nm0174682,2,Chester Conklin
nm0426183,1,Sandy Johnson
nm0676292,1,Melissa Peterman
nm0909930,1,Pat Walshe
nm0807548,1,Brooke Smith
nm0522797,1,Chuck Low
nm0580565,1,Burgess Meredith
nm2809577,1,Jenny Slate
nm0195956,1,Jean d'Yd
nm0074788,4,Henry Bergman
nm0593612,1,Millard Mitchell
nm0320721,1,Rémy Girard
nm0614921,1,Doug Murray
nm2172460,1,Jayson Blair
nm5039026,1,Lasse Fogelstrøm
nm1802857,1,Josh Singer
nm0001815,1,Jim Varney
nm0181920,2,James Cosmo
nm0173827,1,Dorothy Comingore
nm0002017,1,Richard Conte
nm0628599,4,Teddy Newton
nm0922599,1,James Westerfield
nm0125336,1,Jez Butterworth
nm8243301,1,Han Jin-won
nm0070773,1,Harold Benedict
nm0254006,1,Robert Ellenstein
nm0180920,1,Adrienne Corri
nm0517011,1,Vera Lockwood
nm4723261,1,Mohammadhasan Asghari
nm0001884,4,Max von Sydow
nm0135296,1,Jim Capobianco
nm0063446,1,Brandon Beach
nm0848991,1,Hiroshi Tanaka
nm1519680,1,Saoirse Ronan
nm0924668,1,David White
nm0008076,1,Bernard Abbou
nm0834754,1,Woody Strode
nm0000149,2,Jodie Foster
nm0132955,1,Frank Campeau
nm0001547,1,Agnes Moorehead
nm0005148,1,Delroy Lindo
nm1727825,2,Tony Revolori
nm0050332,1,Alan Ball
nm0696193,1,Harve Presnell
nm6079248,1,Choi Woo-sik
nm2918317,1,Tora Hallström
nm2228294,1,Gerran Howell
nm0132480,1,Gerardo Campbell
nm0889024,1,Charles Vanel
nm0324597,1,Rusty Goffe
nm1386135,1,Meghna Malik
nm0869064,1,José Torvay
nm0385594,1,Samuel S. Hinds
nm0000474,2,Michael Keaton
nm0393352,2,Noriko Honma
nm0869290,1,Erdal Tosun
nm0505764,1,Anna Thomson
nm0101801,1,F.X. Toole
nm0148738,1,Daniel Cerqueira
nm1706832,1,Christopher Denham
nm1028111,1,Francis Bernhardt
nm0805476,1,John Slattery
nm0244190,1,Patrick Durkin
nm1173297,1,Ryan Sturz
nm0131966,2,Bill Camp
nm7335084,1,Richard Platt
nm0000401,2,Laurence Fishburne
nm2676052,1,Joseph Kosinski
nm1242688,1,Josh Hutcherson
nm0619049,1,Harimohan Nag
nm0476369,1,Richard Kuss
nm0682066,2,Jeff Pidgeon
nm0377333,1,André Hennicke
nm0100758,1,Dorris Bowdon
nm0001187,1,Noah Emmerich
nm3422941,1,Jeremy Leary
nm0000014,1,Olivia de Havilland
nm0072536,1,John Benson
nm0852722,1,Kirk Taylor
nm0803705,1,Victor Sjöström
nm0001817,1,Reginald VelJohnson
nm0284967,1,Renaud Fontanarosa
nm0001510,1,Strother Martin
nm9115333,1,Sibi Thomas
nm0294882,2,Åke Fridell
nm2348627,1,Lucas Hedges
nm0321358,1,Neil Giuntoli
nm0441735,1,Jason Katz
nm0001839,1,Tuesday Weld
nm0676201,1,Pîtâ
nm0927846,1,Natasha Wightman
nm11319525,1,Mohammad Al Abdallah
nm0332842,1,Michael Gover
nm0479360,1,Laurent Labasse
nm0316862,1,Billie Gibson
nm0116483,1,Bruce Kirby
nm0000529,1,Debi Mazar
nm0497369,1,Harper Lee
nm0258390,1,Jack Epps Jr.
nm6919812,1,Josef Davies
nm0807667,1,Charles Henry Smith
nm0474696,1,Hubert Fabian Kulterer
nm0257920,1,William Russell
nm1027682,1,Frank Aderias
nm6046815,1,Ravi Venkatraman
nm0601328,1,Jane Moore
nm0001780,2,Peter Stormare
nm0798899,1,David Silverman
nm0120717,1,Verena Buratti
nm0201871,1,Uma Das Gupta
nm0000317,1,Clancy Brown
nm0211495,1,Francesca De Sapio
nm0000460,1,Jeremy Irons
nm0000038,2,Grace Kelly
nm0293550,1,Paul Freeman
nm0612468,1,Al Mulock
nm0324231,1,Alexander Godunov
nm1589279,1,Emily Ratajkowski
nm0003225,1,Ed Begley
nm1935086,1,Tessa Thompson
nm4439921,1,Von Lewis
nm0556070,1,Tohoru Masamune
nm0780741,1,Ann Sears
nm0827144,1,Roy Stephens
nm0003506,3,James Mangold
nm0000200,2,Bill Paxton
nm0000345,2,Billy Crystal
nm0389971,1,Dennis Holahan
nm0367074,1,Hubertus Hartmann
nm0424102,1,I.S. Johar
nm0429149,1,Robert Earl Jones
nm9691833,1,Hudson Galloway
nm1079857,1,Yong-nyeo Lee
nm1226419,3,Atsushi Watanabe
nm0000341,1,Michael Crichton
nm1033907,1,Victor Alexander
nm0000651,1,Sissy Spacek
nm0908919,1,Eli Wallach
nm0102901,1,Kitty Bradbury
nm0002121,1,Margaret Hamilton
nm0211402,1,Francis De Sales
nm0758357,1,Franco Solinas
nm0439851,1,Todd Karns
nm0172709,1,Teena Collins
nm0001343,1,Carrie Henn
nm0021249,1,Roger Allers
nm0851582,1,Audrey Tautou
nm0040472,1,William Atherton
nm1089991,1,Tom Hiddleston
nm0489861,1,Sydney Lassick
nm0463698,1,Larissa Kokernot
nm0020728,1,Kevin Allen
nm0169454,1,J.J. Cohen
nm0839212,1,Folke Sundquist
nm0316480,1,Ken Gibbel
nm0000532,1,Malcolm McDowell
nm0822034,1,Lionel Stander
nm0090104,1,Rudolf Blümner
nm0694101,1,Eddie Powell
nm0945734,1,Tsutomu Yamazaki
nm0511458,2,Gunnel Lindblom
nm1371862,1,Malaya Rivera Drew
nm0000007,2,Humphrey Bogart
nm0077720,1,Michael Berryman
nm1693714,1,Igor Gnevashev
nm0090213,1,Al Boasberg
nm0523061,1,Tarik Lowe
nm1276196,1,Vladimir Khrulyov
nm0106394,1,Frank Braña
nm0271514,1,Don Fellows
nm0539337,1,Qolamreza Maleki
nm0719637,1,Jeremy Renner
nm0147070,1,Glen Cavender
nm3050831,1,MacInTalk
nm3227090,2,Damien Chazelle
nm0005024,1,Terrence Howard
nm0918334,1,Scott Weinger
nm0165049,1,Warren Clarke
nm0229943,2,Vernon Dobtcheff
nm0954730,1,William Zeman
nm4832920,1,Quvenzhané Wallis
nm0812307,1,Peter Sohn
nm0115143,1,Alistair Browning
nm0949707,2,John Young
nm0004650,1,Marisa Paredes
nm0329468,1,Harold Goodwin
nm0553737,1,Vanessa Martinez
nm0005403,2,Jason Schwartzman
nm0046575,1,Vladas Bagdonas
nm0680139,1,John Philliber
nm0001660,1,George Reeves
nm6019128,1,Alejandro Barrios
nm0627495,1,Robert Nevin
nm0005305,1,Piper Perabo
nm0651431,1,Bob Orwig
nm7998145,1,Karamveer Choudhary
nm3692508,1,María Laura Caccamo
nm2945384,1,Craig Mutsch
nm0388395,1,Peggy Roeder
nm0020513,1,Fletcher Allen
nm1486911,1,Shahab Hosseini
nm0149831,1,Tulsi Chakraborty
nm0039970,1,Spencer Aste
nm0683531,1,Marie Pillet
nm0001820,1,Abe Vigoda
nm0107795,1,Felix Bressart
nm0037118,1,Richmond Arquette
nm0564724,1,David McCallum
nm0488216,1,Léon Larive
nm1218607,1,Burn Gorman
nm1058940,1,Scoot McNairy
nm0065140,2,Glenn Beck
nm0065975,1,Don Beddoe
nm0658128,1,Belinda Palmer
nm0001698,1,John Savage
nm0943978,2,Keenan Wynn
nm0285305,1,Charles Forbes
nm1107001,2,Anthony Mackie
nm0001638,1,Jürgen Prochnow
nm1732981,2,Martin McDonagh
nm0933858,2,Michael Wilson
nm0880243,1,Jim Uhls
nm0178785,1,Alec Coppel
nm0470385,1,Aleksey Kravchenko
nm0362657,1,J.J. Hardy
nm2371802,1,Thomas Kail
nm0089185,1,John Bloom
nm0240836,1,Tom Dugan
nm0813272,1,Yuriy Solomin
nm0005124,3,John Lasseter
nm0794186,1,Ayano Shiraishi
nm0086169,1,Renee Blaine
nm0051836,1,Haren Banerjee
nm0064181,1,Stuart Beattie
nm0562372,1,Edwin Justus Mayer
nm0163988,1,Clark Gregg
nm0647013,1,Ted Oliver
nm0112207,1,Randy Brooks
nm0159068,1,Precious Chong
nm0655053,3,Sergio Pablos
nm0394308,1,Zach Hopkins
nm0872370,1,Frederick Treves
nm0790436,1,Jack Shearer
nm0875237,1,Yoshio Tsuchiya
nm0927711,1,Naima Wifstrand
nm4313226,1,Brian Chamberlain
nm0339562,2,Bradley Gregg
nm0472234,1,Margaretha Krook
nm0000118,2,John Carpenter
nm0590003,1,Gary Landon Mills
nm0092104,1,Jürgen Bohn
nm0002145,2,Trevor Howard
nm0898812,2,Luciano Vincenzoni
nm0188728,1,Christie Cronenweth
nm0720890,1,Clive Revill
nm0003248,1,Fritz Rasp
nm1019674,2,Sala Baker
nm0193661,1,Sinéad Cusack
nm1082958,1,Kôichi Hayashi
nm0000554,1,Sam Neill
nm0447745,1,Thomas Keneally
nm0801672,1,Madge Sinclair
nm0397441,1,Kevyn Major Howard
nm0004778,2,Adrien Brody
nm1165110,3,Chris Hemsworth
nm0416279,1,Anthony James
nm1875257,1,Vivan Bhatena
nm0521861,1,Dominique Louis
nm0171438,1,Valerie Colgan
nm0600668,1,Moon So-ri
nm0604813,1,Kewpie Morgan
nm0001277,2,Scott Glenn
nm0001110,1,Embeth Davidtz
nm0293455,1,Jonathan Freeman
nm0528802,2,Sherry Lynn
nm0561157,1,Tami Mauriello
nm0320969,1,Remo Girone
nm0047835,1,David Bair
nm0001976,1,Horst Buchholz
nm0112400,1,Jed Brophy
nm0422460,1,Brad Rearden
nm0416524,1,Geraldine James
nm0932617,1,Beverly Wills
nm0941506,1,Jo Anne Worley
nm0088645,1,Robert Bloch
nm0625167,1,Barry Nelson
nm0355097,1,Jackie Earle Haley
nm0101991,3,Philippa Boyens
nm0302345,1,Bronagh Gallagher
nm0317279,1,Raynold Gideon
nm0748936,1,Claude-Oliver Rudolph
nm0441961,3,Daisuke Katô
nm1065229,1,America Ferrera
nm0735300,1,Elizabeth Rodriguez
nm2146004,1,Prudence Beers
nm0177260,1,Roderick Cook
nm9918154,1,Jon Sortland
nm0916434,1,Robert Webber
nm0269419,1,Pierfrancesco Favino
nm0000752,1,Judith Anderson
nm0237634,1,Barbara Drew
nm0400059,1,Peter Ily Huemer
nm0821041,1,Robert Stack
nm0271753,1,Lan Fendors
nm0185976,1,Peter Craig
nm0749456,1,Allelon Ruggiero
nm0929965,1,Adam Williams
nm0748035,1,Danny Rubin
nm1104283,1,Megan Edwards
nm0107281,1,Eileen Brennan
nm0019996,1,Patrick Allen
nm0000190,2,Matthew McConaughey
nm0001562,1,Kathy Najimy
nm0001685,1,Rick Rossovich
nm0001431,1,Wayne Knight
nm0035147,1,Bette Arlen
nm7369756,1,Lev Abramov
nm0087339,1,Tomás Blanco
nm0020041,1,William Alland
nm4554932,1,Eleanor Henry
nm0196839,1,Dominique Daguier
nm0076306,1,Luc Bernard
nm0732340,1,Edward G. Robinson Jr.
nm0578853,1,Ben Mendelsohn
nm0891998,1,Conrad Veidt
nm0619147,1,Teruko Nagaoka
nm1855777,1,Ida Bracci Dorati
nm0893659,1,Gore Verbinski
nm0568801,2,Colin McFarlane
nm0710292,1,Steve Rankin
nm0733940,1,Jim Roche
nm8621200,1,Si-yeon Ha
nm0121256,1,Anthony Burgess
nm0632160,1,Anna Q. Nilsson
nm0344276,1,Marie Gruber
nm7610142,1,Lisa Bradley
nm0172577,1,Nicola Collins
nm6954008,1,Ryô Narita
nm1001005,1,Sebastián Haro
nm0087404,1,Clara Blandick
nm11543923,1,Young-hee Lee
nm0587183,1,Mack Miles
nm0227249,1,John Dimech
nm2868110,1,Hannibal Buress
nm2594301,1,Darsheel Safary
nm0001837,2,Peter Weir
nm2851132,1,Brad James
nm0034023,1,Sten Ardenstam
nm0893204,1,Diane Venora
nm0471811,1,Kim Krizan
nm0177933,1,Chris Cooper
nm0000520,2,Michael Mann
nm0753087,1,Amy Ryder
nm0686783,1,Karl Platen
nm0000966,1,Lorraine Bracco
nm0745353,1,Sammi Rotibi
nm0001519,1,Ian McDiarmid
nm0425913,1,Nunnally Johnson
nm0008384,1,Tôru Abe
nm1127221,1,Stan Redding
nm0614283,1,Gerard Murphy
nm0149987,1,Eric Challier
nm0240268,1,Carl Duering
nm1495520,1,Caitríona Balfe
nm0030783,1,Jerry Antes
nm9086195,1,Ahn Seong-Bong
nm0000879,1,Anne Baxter
nm0102818,1,Charles Brackett
nm0660208,1,Panos Papadopulos
nm0574535,1,Jamie McShane
nm3994610,1,Cyril Mendy
nm0006872,1,Sergio Donati
nm0340553,1,Dolly Grey
nm0552327,1,George Martin
nm0462679,1,Kokuten Kôdô
nm0001847,1,Richard Widmark
nm2954703,1,Zoë Soul
nm2799207,1,Frank S. Aronson
nm0886888,1,Jo Van Fleet
nm0801838,1,Guy Siner
nm0023832,1,Mathieu Amalric
nm0458161,1,Jack Klaff
nm0006888,1,Tom Noonan
nm0000288,6,Christian Bale
nm8241861,1,Greg Tarzan Davis
nm9862858,1,Zain Al Rafeea
nm0000064,1,Edward G. Robinson
nm0825705,1,John Steinbeck
nm0847204,1,Toyo Takahashi
nm0000701,1,Kate Winslet
nm0235960,1,Robin Atkin Downes
nm0593477,1,Joseph A. Mitchell
nm0348409,1,Bob Gunton
nm0439507,1,Miriam Karlin
nm0504694,1,Jodi Letizia
nm0168215,1,Steve Cochran
nm0000276,3,Sean Astin
nm0590372,1,Anthony Milner
nm2336966,1,Greta Lee
nm0924154,2,Shea Whigham
nm0269463,2,Jon Favreau
nm5037475,1,Billy Postlethwaite
nm0872689,2,Leopoldo Trieste
nm0567408,1,Hattie McDaniel
nm0025940,1,Bertil Anderberg
nm0613364,1,Maksim Munzuk
nm0400625,1,Geraldine Hughes
nm0000234,1,Charlize Theron
nm3943332,1,Horacio Vay
nm0684342,2,Jan Pinkava
nm0357111,2,Charles Halton
nm0824934,2,Benito Stefanelli
nm0562056,1,Martin May
nm2976492,1,Aoi Yûki
nm0002034,1,Jane Darwell
nm0241208,1,Robin Duke
nm0345073,1,Gustaf Gründgens
nm0757774,1,Ángel Salazar
nm0000165,2,Ron Howard
nm0492458,1,Thomas Lawinky
nm0305087,2,Al Ernest Garcia
nm0000235,3,Uma Thurman
nm0893941,1,Maribel Verdú
nm0364988,1,Leland Harris
nm0302115,1,Hal Galili
nm0001143,1,Kevin Dillon
nm0004306,2,George Miller
nm1556504,1,Emil Beheshti
nm0001122,1,Ellen DeGeneres
nm0000546,2,Matthew Modine
nm0858329,1,Robert Thoeren
nm0006710,1,Vik Sahay
nm0280707,1,Paul Fix
nm0960033,1,Akio Ôtsuka
nm0165101,2,Patricia Clarkson
nm0001433,1,Yaphet Kotto
nm0134073,1,Enzo Cannavale
nm0905154,3,Lana Wachowski
nm0000046,1,Vivien Leigh
nm0227329,1,Dimitri Dimitriev
nm0410347,1,Bill Irwin
nm0000862,1,Robin Bartlett
nm0755403,1,Yutaka Sada
nm0213354,1,Jamel Debbouze
nm2896042,1,Axel Garbi
nm1091671,1,Thomas F. Walsh
nm0000761,3,Bibi Andersson
nm0460578,1,Herbert Knaup
nm0000398,1,Sally Field
nm0297732,1,Jerry Fujikawa
nm0262125,1,Treva Etienne
nm0002728,2,Juan José Campanella
nm0313554,1,Nathan George
nm0048798,1,Nellie Bly Baker
nm0503777,1,Mervyn LeRoy
nm0178833,1,Tyler Coppin
nm0459087,1,Volkmar Kleinert
nm0029004,1,Luc Andrieux
nm0000156,2,Jeff Goldblum
nm1325419,1,Kristen Wiig
nm0047534,1,William Bailey
nm0250352,1,Sarah Edwards
nm3587952,1,Carla Quevedo
nm0000435,2,Daryl Hannah
nm0233391,1,Matt Doran
nm0404158,1,Walter Huston
nm0369513,1,Cole Hauser
nm0163939,1,Fred Clark
nm0000134,9,Robert De Niro
nm0775977,1,Budd Schulberg
nm0877504,1,Debbie Turner
nm0005068,2,Vinnie Jones
nm1403603,1,Jefechander Suplino
nm0246386,1,Mélissa Désormeaux-Poulin
nm0846004,1,Vic Tablian
nm0783847,1,Martin Semmelrogge
nm0004747,2,Wes Bentley
nm0692139,1,Ian Porter
nm0000417,1,Crispin Glover
nm0841569,1,Buddy Swan
nm0821152,1,Joerg Stadler
nm0941280,1,Cornell Woolrich
nm0001026,1,Joanna Cassidy
nm0866058,3,J.R.R. Tolkien
nm0349881,1,Murphy Guyer
nm0151419,1,Kyle Chandler
nm0625675,1,Portia Nelson
nm0358316,1,Jon Hamm
nm0021600,1,Bruce Allpress
nm0770974,1,Shawn Schepps
nm1567113,2,Jessica Chastain
nm0713520,1,Sheila Raynor
nm1410028,1,Pierre Bismuth
nm0001258,1,James Garner
nm0089112,1,Willi One Blood
nm3943087,1,Badrul Islam
nm0595567,1,Donald Moffat
nm3163793,1,Carlos Miranda
nm0001570,3,Edward Norton
nm0462407,1,Sebastian Koch
nm0144635,1,Dominik Castell
nm6210358,1,V. Koldin
nm1437925,1,Omi Vaidya
nm1320600,1,César Bordón
nm0861930,1,Frank Thring
nm0847668,1,Yasuhiko Takiguchi
nm0996134,1,Paula Pell
nm0002064,1,Giancarlo Esposito
nm0452878,2,Ryûzô Kikushima
nm0722265,1,Alicia Rhett
nm0277975,1,Frank Finlay
nm0188357,1,Harry Crocker
nm1795166,1,Muzaffer Demirel
nm0005049,3,Allison Janney
nm0397788,2,Brian Howe
nm0001807,1,Cicely Tyson
nm0002120,1,Lasse Hallström
nm0198306,1,Kristen Dalton
nm0823155,1,Don Stark
nm0307319,1,Beatrice Garga
nm1578895,1,Diabolo
nm1552903,1,Brian Price
nm0854367,1,Evgeniy Tilicheev
nm1102970,1,Sarah Vowell
nm0671032,1,Mark Pellegrino
nm2105255,1,Sarah Roemer
nm0004965,2,Adam Goldberg
nm6771561,1,Dong-hwi Lee
nm0018685,1,Richard Alexander
nm0561792,2,Paul Maxwell
nm0331796,1,Heinrich Gotho
nm0242656,1,Kevin Dunn
nm0329827,1,Bernard Gorcey
nm0332390,1,Harold Gould
nm0000413,1,Janeane Garofalo
nm0160550,1,Dennis Christopher
nm0671844,1,Artus de Penguern
nm4654982,1,Jason Ledford
nm0001169,1,George Dzundza
nm0000889,1,Bonnie Bedelia
nm0000655,1,Eric Stoltz
nm0000453,3,Ian Holm
nm0879918,2,Kichijirô Ueda
nm10201638,1,Riman Al Rafeea
nm0000874,1,Steven Bauer
nm4034068,1,Valérie Beaugrand-Champagne
nm0095665,1,Connie Booth
nm0344043,1,Stanley Grover
nm0263591,1,Rex Everhart
nm0001467,1,Jared Leto
nm0903092,1,Erika von Tagen
nm0635769,1,Bruce Norris
nm0218555,1,John DeMita
nm0396828,1,Gary Houston
nm0000706,1,Michelle Yeoh
nm0516020,1,Vincent Riotta
nm0201857,1,Ricardo Darín
nm0175369,1,Walter Connolly
nm0001873,1,Steven Zaillian
nm0787323,1,Peter Shaffer
nm0776914,1,Maurice Schutz
nm0757299,1,Mutsuko Sakura
nm0457498,1,Tanie Kitabayashi
nm0396749,1,Jerry Houser
nm0793766,5,Takashi Shimura
nm0000138,6,Leonardo DiCaprio
nm0095478,2,Mark Boone Junior
nm0484111,1,Bill Lancaster
nm0001001,1,James Caan
nm0236148,1,Dierdre Downing-Jackson
nm0000021,1,Joan Fontaine
nm0841797,1,Gloria Swanson
nm0000175,4,Stephen King
nm0740224,1,Hasan Roohparvari
nm2810287,1,David Dastmalchian
nm0419633,1,Ricky Jay
nm0844761,1,Gustavo Sánchez Parra
nm0074973,1,Jean-François Bergouignan
nm0620919,1,Agnese Nano
nm1698738,1,Yetkin Dikinciler
nm0040058,2,David Aston
nm0173012,1,Christopher Colombi Jr.
nm0001223,1,Lara Flynn Boyle
nm0301826,1,Bob Gale
nm0370747,1,James Hayden
nm1788122,1,Ashley Dyke
nm0666634,1,Virginia Patton
nm0828653,1,Naomi Stevens
nm0759299,1,Al Silvani
nm0667133,1,Morgan Paull
nm0175068,1,Erwin Connelly
nm0239221,1,Desmond Dube
nm1594381,1,Aaron Lazar
nm0878829,1,Ian Tyler
nm4299147,1,Sareh Bayat
nm1701024,2,Nadine Labaki
nm0684500,1,Dominique Pinon
nm0318676,1,Inga Gill
nm0021667,1,Astrid Allwyn
nm0925418,1,Ruth White
nm0058384,1,John Bartha
nm0598926,1,Lenny Montana
nm0005132,1,Heath Ledger
nm0653248,1,Götz Otto
nm0925713,1,O.Z. Whitehead
nm0192330,1,James Cunningham
nm2870406,1,Ian Harding
nm0167388,1,François Cluzet
nm0308606,1,Willie Garson
nm0441366,1,Kazuo Katô
nm0173679,1,Betty Comden
nm0937622,1,Susse Wold
nm0258493,1,Julius J. Epstein
nm0943758,2,William Wyler
nm0344006,1,Cindy Grover
nm1439297,1,Ryan Whitney
nm0703600,1,Eddie Quillan
nm0573618,1,Kevin McNally
nm0293483,1,Lisa Freeman
nm0017579,1,George Alderson
nm0213009,1,Doris Deane
nm0549505,1,Marc Maron
nm0203525,1,William Davidson
nm0000171,1,Ashley Judd
nm0645683,1,Sophie Okonedo
nm0754676,1,Ernie Sabella
nm0000018,1,Kirk Douglas
nm0661791,4,Park Chan-wook
nm0405977,1,Paul Hörbiger
nm0356017,1,Rebecca Hall
nm0165412,1,James Clavell
nm0906682,1,Rywka Wajsbrot
nm0000231,3,Oliver Stone
nm0496819,1,Anna Lee
nm0857998,1,Thomas Thieme
nm5826958,1,Charlie Ian
nm1641251,1,Riki Lindhome
nm0016641,1,Fritz Alberti
nm0358960,1,Christopher Hampton
nm0276444,1,Lee Fierro
nm0848534,1,Peter Anthony Tambakis
nm0001088,1,Peter Cushing
nm0034756,1,Bruno Ariè
nm0789976,1,Stan Shaw
nm0634240,14,Christopher Nolan
nm0362766,4,Tom Hardy
nm0291082,1,Scott Frank
nm0001629,2,Kevin Pollak
nm0364680,1,Estelle Harris
nm0602930,1,Michael P. Moran
nm0581282,1,Gary Merrill
nm0932229,1,Calder Willingham
nm0384771,1,William Hill
nm0565735,1,Tom McCleister
nm9741457,1,Ege Kaya
nm4134721,1,Miriam F. Glover
nm0725956,1,Richard Ridings
nm0001100,1,Blythe Danner
nm0449984,1,Irvin Kershner
nm0004709,1,Giuseppe Andrews
nm0000658,1,Meryl Streep
nm0001394,1,Derek Jacobi
nm0689318,1,Oscar Polk
nm0645565,1,Bob Okazaki
nm0117408,1,Barbara Bryne
nm0642688,1,Rory O'Shea
nm0640081,1,Jack O'Connell
