id,name
nm1825214,John Mulaney
nm0077512,Christopher Berry
nm0360545,Bill Hanrahan
nm2931166,Escalante Lundy
nm0414825,Egon Jacobsohn
nm0000096,Gillian Anderson
nm0000521,Sophie Marceau
nm0175333,Myles Connolly
nm3960408,Magnus Nolan
nm0400879,Richard Hughes
nm0288976,Emilia Fox
nm0701374,Mario Puzo
nm0133636,Urbain Cancelier
nm2581729,Amanda Warren
nm0789970,Sebastian Shaw
nm0798788,Scott Silver
nm0268426,Betty Farrington
nm0508105,John Leyton
nm0402032,Barry Humphries
nm0468003,Hubert Koundé
nm0178066,Gladys Cooper
nm8442060,Carleigh Bettiol
nm2273391,Mike Hatton
nm0873779,Gary Trousdale
nm0786614,Andrzej Seweryn
nm0001615,Elizabeth Peña
nm0113873,Joe E. Brown
nm1000409,Harry Belcher
nm0364807,Jamie Harris
nm11432327,Hwang In Kyung
nm0283311,Darlanne Fluegel
nm0001008,Frank Capra
nm0746830,J.K. Rowling
nm7453477,Jack Schumacher
nm0868153,Giuseppe Tornatore
nm1049433,Lenny Abrahamson
nm0279469,Eddie Fisher
nm0036427,Edward Arnold
nm0429069,Rashida Jones
nm0004517,Jason Alexander
nm1113863,Graham Duff
nm0327104,Ryûtarô Gomi
nm0323098,Bruce Glover
nm0853105,Ron Taylor
nm1035060,Harry Ayers
nm4833412,Dwight Henry
nm0524726,Bud Luckey
nm1112144,Yumi Tamai
nm0388517,Heinz Hoenig
nm0898288,Denis Villeneuve
nm0536009,Lamberto Maggiorani
nm0331131,Tom Gorman
nm0056770,Adriana Barraza
nm0557751,Peter Masterson
nm8135195,Rajisha Vijayan
nm0174682,Chester Conklin
nm0426183,Sandy Johnson
nm0676292,Melissa Peterman
nm0909930,Pat Walshe
nm0807548,Brooke Smith
nm0522797,Chuck Low
nm0580565,Burgess Meredith
nm2809577,Jenny Slate
nm0195956,Jean d'Yd
nm0074788,Henry Bergman
nm0593612,Millard Mitchell
nm0320721,Rémy Girard
nm0614921,Doug Murray
nm2172460,Jayson Blair
nm5039026,Lasse Fogelstrøm
nm1802857,Josh Singer
nm0001815,Jim Varney
nm0181920,James Cosmo
nm0173827,Dorothy Comingore
nm0002017,Richard Conte
nm0628599,Teddy Newton
nm0922599,James Westerfield
nm0125336,Jez Butterworth
nm8243301,Han Jin-won
nm0070773,Harold Benedict
nm0254006,Robert Ellenstein
nm0180920,Adrienne Corri
nm0517011,Vera Lockwood
nm4723261,Mohammadhasan Asghari
nm0001884,Max von Sydow
nm0135296,Jim Capobianco
nm0063446,Brandon Beach
nm0848991,Hiroshi Tanaka
nm1519680,Saoirse Ronan
nm0924668,David White
nm0008076,Bernard Abbou
nm0834754,Woody Strode
nm0000149,Jodie Foster
nm0132955,Frank Campeau
nm0001547,Agnes Moorehead
nm0005148,Delroy Lindo
nm1727825,Tony Revolori
nm0050332,Alan Ball
nm0696193,Harve Presnell
nm6079248,Choi Woo-sik
nm2918317,Tora Hallström
nm2228294,Gerran Howell
nm0132480,Gerardo Campbell
nm0889024,Charles Vanel
nm0324597,Rusty Goffe
nm1386135,Meghna Malik
nm0869064,José Torvay
nm0385594,Samuel S. Hinds
nm0000474,Michael Keaton
nm0393352,Noriko Honma
nm0869290,Erdal Tosun
nm0505764,Anna Thomson
nm0101801,F.X. Toole
nm0148738,Daniel Cerqueira
nm1706832,Christopher Denham
nm1028111,Francis Bernhardt
nm0805476,John Slattery
nm0244190,Patrick Durkin
nm1173297,Ryan Sturz
nm0131966,Bill Camp
nm7335084,Richard Platt
nm0000401,Laurence Fishburne
nm2676052,Joseph Kosinski
nm1242688,Josh Hutcherson
nm0619049,Harimohan Nag
nm0476369,Richard Kuss
nm0682066,Jeff Pidgeon
nm0377333,André Hennicke
nm0100758,Dorris Bowdon
nm0001187,Noah Emmerich
nm3422941,Jeremy Leary
nm0000014,Olivia de Havilland
nm0072536,John Benson
nm0852722,Kirk Taylor
nm0803705,Victor Sjöström
nm0001817,Reginald VelJohnson
nm0284967,Renaud Fontanarosa
nm0001510,Strother Martin
nm9115333,Sibi Thomas
nm0294882,Åke Fridell
nm2348627,Lucas Hedges
nm0321358,Neil Giuntoli
nm0441735,Jason Katz
nm0001839,Tuesday Weld
nm0676201,Pîtâ
nm0927846,Natasha Wightman
nm11319525,Mohammad Al Abdallah
nm0332842,Michael Gover
nm0479360,Laurent Labasse
nm0316862,Billie Gibson
nm0116483,Bruce Kirby
nm0000529,Debi Mazar
nm0497369,Harper Lee
nm0258390,Jack Epps Jr.
nm6919812,Josef Davies
nm0807667,Charles Henry Smith
nm0474696,Hubert Fabian Kulterer
nm0257920,William Russell
nm1027682,Frank Aderias
nm6046815,Ravi Venkatraman
nm0601328,Jane Moore
nm0001780,Peter Stormare
nm0798899,David Silverman
nm0120717,Verena Buratti
nm0201871,Uma Das Gupta
nm0000317,Clancy Brown
nm0211495,Francesca De Sapio
nm0000460,Jeremy Irons
nm0000038,Grace Kelly
nm0293550,Paul Freeman
nm0612468,Al Mulock
nm0324231,Alexander Godunov
nm1589279,Emily Ratajkowski
nm0003225,Ed Begley
nm1935086,Tessa Thompson
nm4439921,Von Lewis
nm0556070,Tohoru Masamune
nm0780741,Ann Sears
nm0827144,Roy Stephens
nm0003506,James Mangold
nm0000200,Bill Paxton
nm0000345,Billy Crystal
nm0389971,Dennis Holahan
nm0367074,Hubertus Hartmann
nm0424102,I.S. Johar
nm0429149,Robert Earl Jones
nm9691833,Hudson Galloway
nm1079857,Yong-nyeo Lee
nm1226419,Atsushi Watanabe
nm0000341,Michael Crichton
nm1033907,Victor Alexander
nm0000651,Sissy Spacek
nm0908919,Eli Wallach
nm0102901,Kitty Bradbury
nm0002121,Margaret Hamilton
nm0211402,Francis De Sales
nm0758357,Franco Solinas
nm0439851,Todd Karns
nm0172709,Teena Collins
nm0001343,Carrie Henn
nm0021249,Roger Allers
nm0851582,Audrey Tautou
nm0040472,William Atherton
nm1089991,Tom Hiddleston
nm0489861,Sydney Lassick
nm0463698,Larissa Kokernot
nm0020728,Kevin Allen
nm0169454,J.J. Cohen
nm0839212,Folke Sundquist
nm0316480,Ken Gibbel
nm0000532,Malcolm McDowell
nm0822034,Lionel Stander
nm0090104,Rudolf Blümner
nm0694101,Eddie Powell
nm0945734,Tsutomu Yamazaki
nm0511458,Gunnel Lindblom
nm1371862,Malaya Rivera Drew
nm0000007,Humphrey Bogart
nm0077720,Michael Berryman
nm1693714,Igor Gnevashev
nm0090213,Al Boasberg
nm0523061,Tarik Lowe
nm1276196,Vladimir Khrulyov
nm0106394,Frank Braña
nm0271514,Don Fellows
nm0539337,Qolamreza Maleki
nm0719637,Jeremy Renner
nm0147070,Glen Cavender
nm3050831,MacInTalk
nm3227090,Damien Chazelle
nm0005024,Terrence Howard
nm0918334,Scott Weinger
nm0165049,Warren Clarke
nm0229943,Vernon Dobtcheff
nm0954730,William Zeman
nm4832920,Quvenzhané Wallis
nm0812307,Peter Sohn
nm0115143,Alistair Browning
nm0949707,John Young
nm0004650,Marisa Paredes
nm0329468,Harold Goodwin
nm0553737,Vanessa Martinez
nm0005403,Jason Schwartzman
nm0046575,Vladas Bagdonas
nm0680139,John Philliber
nm0001660,George Reeves
nm6019128,Alejandro Barrios
nm0627495,Robert Nevin
nm0005305,Piper Perabo
nm0651431,Bob Orwig
nm7998145,Karamveer Choudhary
nm3692508,María Laura Caccamo
nm2945384,Craig Mutsch
nm0388395,Peggy Roeder
nm0020513,Fletcher Allen
nm1486911,Shahab Hosseini
nm0149831,Tulsi Chakraborty
nm0039970,Spencer Aste
nm0683531,Marie Pillet
nm0001820,Abe Vigoda
nm0107795,Felix Bressart
nm0037118,Richmond Arquette
nm0564724,David McCallum
nm0488216,Léon Larive
nm1218607,Burn Gorman
nm1058940,Scoot McNairy
nm0065140,Glenn Beck
nm0065975,Don Beddoe
nm0658128,Belinda Palmer
nm0001698,John Savage
nm0943978,Keenan Wynn
nm0285305,Charles Forbes
nm1107001,Anthony Mackie
nm0001638,Jürgen Prochnow
nm1732981,Martin McDonagh
nm0933858,Michael Wilson
nm0880243,Jim Uhls
nm0178785,Alec Coppel
nm0470385,Aleksey Kravchenko
nm0362657,J.J. Hardy
nm2371802,Thomas Kail
nm0089185,John Bloom
nm0240836,Tom Dugan
nm0813272,Yuriy Solomin
nm0005124,John Lasseter
nm0794186,Ayano Shiraishi
nm0086169,Renee Blaine
nm0051836,Haren Banerjee
nm0064181,Stuart Beattie
nm0562372,Edwin Justus Mayer
nm0163988,Clark Gregg
nm0647013,Ted Oliver
nm0112207,Randy Brooks
nm0159068,Precious Chong
nm0655053,Sergio Pablos
nm0394308,Zach Hopkins
nm0872370,Frederick Treves
nm0790436,Jack Shearer
nm0875237,Yoshio Tsuchiya
nm0927711,Naima Wifstrand
nm4313226,Brian Chamberlain
nm0339562,Bradley Gregg
nm0472234,Margaretha Krook
nm0000118,John Carpenter
nm0590003,Gary Landon Mills
nm0092104,Jürgen Bohn
nm0002145,Trevor Howard
nm0898812,Luciano Vincenzoni
nm0188728,Christie Cronenweth
nm0720890,Clive Revill
nm0003248,Fritz Rasp
nm1019674,Sala Baker
nm0193661,Sinéad Cusack
nm1082958,Kôichi Hayashi
nm0000554,Sam Neill
nm0447745,Thomas Keneally
nm0801672,Madge Sinclair
nm0397441,Kevyn Major Howard
nm0004778,Adrien Brody
nm1165110,Chris Hemsworth
nm0416279,Anthony James
nm1875257,Vivan Bhatena
nm0521861,Dominique Louis
nm0171438,Valerie Colgan
nm0600668,Moon So-ri
nm0604813,Kewpie Morgan
nm0001277,Scott Glenn
nm0001110,Embeth Davidtz
nm0293455,Jonathan Freeman
nm0528802,Sherry Lynn
nm0561157,Tami Mauriello
nm0320969,Remo Girone
nm0047835,David Bair
nm0001976,Horst Buchholz
nm0112400,Jed Brophy
nm0422460,Brad Rearden
nm0416524,Geraldine James
nm0932617,Beverly Wills
nm0941506,Jo Anne Worley
nm0088645,Robert Bloch
nm0625167,Barry Nelson
nm0355097,Jackie Earle Haley
nm0101991,Philippa Boyens
nm0302345,Bronagh Gallagher
nm0317279,Raynold Gideon
nm0748936,Claude-Oliver Rudolph
nm0441961,Daisuke Katô
nm1065229,America Ferrera
nm0735300,Elizabeth Rodriguez
nm2146004,Prudence Beers
nm0177260,Roderick Cook
nm9918154,Jon Sortland
nm0916434,Robert Webber
nm0269419,Pierfrancesco Favino
nm0000752,Judith Anderson
nm0237634,Barbara Drew
nm0400059,Peter Ily Huemer
nm0821041,Robert Stack
nm0271753,Lan Fendors
nm0185976,Peter Craig
nm0749456,Allelon Ruggiero
nm0929965,Adam Williams
nm0748035,Danny Rubin
nm1104283,Megan Edwards
nm0107281,Eileen Brennan
nm0019996,Patrick Allen
nm0000190,Matthew McConaughey
nm0001562,Kathy Najimy
nm0001685,Rick Rossovich
nm0001431,Wayne Knight
nm0035147,Bette Arlen
nm7369756,Lev Abramov
nm0087339,Tomás Blanco
nm0020041,William Alland
nm4554932,Eleanor Henry
nm0196839,Dominique Daguier
nm0076306,Luc Bernard
nm0732340,Edward G. Robinson Jr.
nm0578853,Ben Mendelsohn
nm0891998,Conrad Veidt
nm0619147,Teruko Nagaoka
nm1855777,Ida Bracci Dorati
nm0893659,Gore Verbinski
nm0568801,Colin McFarlane
nm0710292,Steve Rankin
nm0733940,Jim Roche
nm8621200,Si-yeon Ha
nm0121256,Anthony Burgess
nm0632160,Anna Q. Nilsson
nm0344276,Marie Gruber
nm7610142,Lisa Bradley
nm0172577,Nicola Collins
nm6954008,Ryô Narita
nm1001005,Sebastián Haro
nm0087404,Clara Blandick
nm11543923,Young-hee Lee
nm0587183,Mack Miles
nm0227249,John Dimech
nm2868110,Hannibal Buress
nm2594301,Darsheel Safary
nm0001837,Peter Weir
nm2851132,Brad James
nm0034023,Sten Ardenstam
nm0893204,Diane Venora
nm0471811,Kim Krizan
nm0177933,Chris Cooper
nm0000520,Michael Mann
nm0753087,Amy Ryder
nm0686783,Karl Platen
nm0000966,Lorraine Bracco
nm0745353,Sammi Rotibi
nm0001519,Ian McDiarmid
nm0425913,Nunnally Johnson
nm0008384,Tôru Abe
nm1127221,Stan Redding
nm0614283,Gerard Murphy
nm0149987,Eric Challier
nm0240268,Carl Duering
nm1495520,Caitríona Balfe
nm0030783,Jerry Antes
nm9086195,Ahn Seong-Bong
nm0000879,Anne Baxter
nm0102818,Charles Brackett
nm0660208,Panos Papadopulos
nm0574535,Jamie McShane
nm3994610,Cyril Mendy
nm0006872,Sergio Donati
nm0340553,Dolly Grey
nm0552327,George Martin
nm0462679,Kokuten Kôdô
nm0001847,Richard Widmark
nm2954703,Zoë Soul
nm2799207,Frank S. Aronson
nm0886888,Jo Van Fleet
nm0801838,Guy Siner
nm0023832,Mathieu Amalric
nm0458161,Jack Klaff
nm0006888,Tom Noonan
nm0000288,Christian Bale
nm8241861,Greg Tarzan Davis
nm9862858,Zain Al Rafeea
nm0000064,Edward G. Robinson
nm0825705,John Steinbeck
nm0847204,Toyo Takahashi
nm0000701,Kate Winslet
nm0235960,Robin Atkin Downes
nm0593477,Joseph A. Mitchell
nm0348409,Bob Gunton
nm0439507,Miriam Karlin
nm0504694,Jodi Letizia
nm0168215,Steve Cochran
nm0000276,Sean Astin
nm0590372,Anthony Milner
nm2336966,Greta Lee
nm0924154,Shea Whigham
nm0269463,Jon Favreau
nm5037475,Billy Postlethwaite
nm0872689,Leopoldo Trieste
nm0567408,Hattie McDaniel
nm0025940,Bertil Anderberg
nm0613364,Maksim Munzuk
nm0400625,Geraldine Hughes
nm0000234,Charlize Theron
nm3943332,Horacio Vay
nm0684342,Jan Pinkava
nm0357111,Charles Halton
nm0824934,Benito Stefanelli
nm0562056,Martin May
nm2976492,Aoi Yûki
nm0002034,Jane Darwell
nm0241208,Robin Duke
nm0345073,Gustaf Gründgens
nm0757774,Ángel Salazar
nm0000165,Ron Howard
nm0492458,Thomas Lawinky
nm0305087,Al Ernest Garcia
nm0000235,Uma Thurman
nm0893941,Maribel Verdú
nm0364988,Leland Harris
nm0302115,Hal Galili
nm0001143,Kevin Dillon
nm0004306,George Miller
nm1556504,Emil Beheshti
nm0001122,Ellen DeGeneres
nm0000546,Matthew Modine
nm0858329,Robert Thoeren
nm0006710,Vik Sahay
nm0280707,Paul Fix
nm0960033,Akio Ôtsuka
nm0165101,Patricia Clarkson
nm0001433,Yaphet Kotto
nm0134073,Enzo Cannavale
nm0905154,Lana Wachowski
nm0000046,Vivien Leigh
nm0227329,Dimitri Dimitriev
nm0410347,Bill Irwin
nm0000862,Robin Bartlett
nm0755403,Yutaka Sada
nm0213354,Jamel Debbouze
nm2896042,Axel Garbi
nm1091671,Thomas F. Walsh
nm0000761,Bibi Andersson
nm0460578,Herbert Knaup
nm0000398,Sally Field
nm0297732,Jerry Fujikawa
nm0262125,Treva Etienne
nm0002728,Juan José Campanella
nm0313554,Nathan George
nm0048798,Nellie Bly Baker
nm0503777,Mervyn LeRoy
nm0178833,Tyler Coppin
nm0459087,Volkmar Kleinert
nm0029004,Luc Andrieux
nm0000156,Jeff Goldblum
nm1325419,Kristen Wiig
nm0047534,William Bailey
nm0250352,Sarah Edwards
nm3587952,Carla Quevedo
nm0000435,Daryl Hannah
nm0233391,Matt Doran
nm0404158,Walter Huston
nm0369513,Cole Hauser
nm0163939,Fred Clark
nm0000134,Robert De Niro
nm0775977,Budd Schulberg
nm0877504,Debbie Turner
nm0005068,Vinnie Jones
nm1403603,Jefechander Suplino
nm0246386,Mélissa Désormeaux-Poulin
nm0846004,Vic Tablian
nm0783847,Martin Semmelrogge
nm0004747,Wes Bentley
nm0692139,Ian Porter
nm0000417,Crispin Glover
nm0841569,Buddy Swan
nm0821152,Joerg Stadler
nm0941280,Cornell Woolrich
nm0001026,Joanna Cassidy
nm0866058,J.R.R. Tolkien
nm0349881,Murphy Guyer
nm0151419,Kyle Chandler
nm0625675,Portia Nelson
nm0358316,Jon Hamm
nm0021600,Bruce Allpress
nm0770974,Shawn Schepps
nm1567113,Jessica Chastain
nm0713520,Sheila Raynor
nm1410028,Pierre Bismuth
nm0001258,James Garner
nm0089112,Willi One Blood
nm3943087,Badrul Islam
nm0595567,Donald Moffat
nm3163793,Carlos Miranda
nm0001570,Edward Norton
nm0462407,Sebastian Koch
nm0144635,Dominik Castell
nm6210358,V. Koldin
nm1437925,Omi Vaidya
nm1320600,César Bordón
nm0861930,Frank Thring
nm0847668,Yasuhiko Takiguchi
nm0996134,Paula Pell
nm0002064,Giancarlo Esposito
nm0452878,Ryûzô Kikushima
nm0722265,Alicia Rhett
nm0277975,Frank Finlay
nm0188357,Harry Crocker
nm1795166,Muzaffer Demirel
nm0005049,Allison Janney
nm0397788,Brian Howe
nm0001807,Cicely Tyson
nm0002120,Lasse Hallström
nm0198306,Kristen Dalton
nm0823155,Don Stark
nm0307319,Beatrice Garga
nm1578895,Diabolo
nm1552903,Brian Price
nm0854367,Evgeniy Tilicheev
nm1102970,Sarah Vowell
nm0671032,Mark Pellegrino
nm2105255,Sarah Roemer
nm0004965,Adam Goldberg
nm6771561,Dong-hwi Lee
nm0018685,Richard Alexander
nm0561792,Paul Maxwell
nm0331796,Heinrich Gotho
nm0242656,Kevin Dunn
nm0329827,Bernard Gorcey
nm0332390,Harold Gould
nm0000413,Janeane Garofalo
nm0160550,Dennis Christopher
nm0671844,Artus de Penguern
nm4654982,Jason Ledford
nm0001169,George Dzundza
nm0000889,Bonnie Bedelia
nm0000655,Eric Stoltz
nm0000453,Ian Holm
nm0879918,Kichijirô Ueda
nm10201638,Riman Al Rafeea
nm0000874,Steven Bauer
nm4034068,Valérie Beaugrand-Champagne
nm0095665,Connie Booth
nm0344043,Stanley Grover
nm0263591,Rex Everhart
nm0001467,Jared Leto
nm0903092,Erika von Tagen
nm0635769,Bruce Norris
nm0218555,John DeMita
nm0396828,Gary Houston
nm0000706,Michelle Yeoh
nm0516020,Vincent Riotta
nm0201857,Ricardo Darín
nm0175369,Walter Connolly
nm0001873,Steven Zaillian
nm0787323,Peter Shaffer
nm0776914,Maurice Schutz
nm0757299,Mutsuko Sakura
nm0457498,Tanie Kitabayashi
nm0396749,Jerry Houser
nm0793766,Takashi Shimura
nm0000138,Leonardo DiCaprio
nm0095478,Mark Boone Junior
nm0484111,Bill Lancaster
nm0001001,James Caan
nm0236148,Dierdre Downing-Jackson
nm0000021,Joan Fontaine
nm0841797,Gloria Swanson
nm0000175,Stephen King
nm0740224,Hasan Roohparvari
nm2810287,David Dastmalchian
nm0419633,Ricky Jay
nm0844761,Gustavo Sánchez Parra
nm0074973,Jean-François Bergouignan
nm0620919,Agnese Nano
nm1698738,Yetkin Dikinciler
nm0040058,David Aston
nm0173012,Christopher Colombi Jr.
nm0001223,Lara Flynn Boyle
nm0301826,Bob Gale
nm0370747,James Hayden
nm1788122,Ashley Dyke
nm0666634,Virginia Patton
nm0828653,Naomi Stevens
nm0759299,Al Silvani
nm0667133,Morgan Paull
nm0175068,Erwin Connelly
nm0239221,Desmond Dube
nm1594381,Aaron Lazar
nm0878829,Ian Tyler
nm4299147,Sareh Bayat
nm1701024,Nadine Labaki
nm0684500,Dominique Pinon
nm0318676,Inga Gill
nm0021667,Astrid Allwyn
nm0925418,Ruth White
nm0058384,John Bartha
nm0598926,Lenny Montana
nm0005132,Heath Ledger
nm0653248,Götz Otto
nm0925713,O.Z. Whitehead
nm0192330,James Cunningham
nm2870406,Ian Harding
nm0167388,François Cluzet
nm0308606,Willie Garson
nm0441366,Kazuo Katô
nm0173679,Betty Comden
nm0937622,Susse Wold
nm0258493,Julius J. Epstein
nm0943758,William Wyler
nm0344006,Cindy Grover
nm1439297,Ryan Whitney
nm0703600,Eddie Quillan
nm0573618,Kevin McNally
nm0293483,Lisa Freeman
nm0017579,George Alderson
nm0213009,Doris Deane
nm0549505,Marc Maron
nm0203525,William Davidson
nm0000171,Ashley Judd
nm0645683,Sophie Okonedo
nm0754676,Ernie Sabella
nm0000018,Kirk Douglas
nm0661791,Park Chan-wook
nm0405977,Paul Hörbiger
nm0356017,Rebecca Hall
nm0165412,James Clavell
nm0906682,Rywka Wajsbrot
nm0000231,Oliver Stone
nm0496819,Anna Lee
nm0857998,Thomas Thieme
nm5826958,Charlie Ian
nm1641251,Riki Lindhome
nm0016641,Fritz Alberti
nm0358960,Christopher Hampton
nm0276444,Lee Fierro
nm0848534,Peter Anthony Tambakis
nm0001088,Peter Cushing
nm0034756,Bruno Ariè
nm0789976,Stan Shaw
nm0634240,Christopher Nolan
nm0362766,Tom Hardy
nm0291082,Scott Frank
nm0001629,Kevin Pollak
nm0364680,Estelle Harris
nm0602930,Michael P. Moran
nm0581282,Gary Merrill
nm0932229,Calder Willingham
nm0384771,William Hill
nm0565735,Tom McCleister
nm9741457,Ege Kaya
nm4134721,Miriam F. Glover
nm0725956,Richard Ridings
nm0001100,Blythe Danner
nm0449984,Irvin Kershner
nm0004709,Giuseppe Andrews
nm0000658,Meryl Streep
nm0001394,Derek Jacobi
nm0689318,Oscar Polk
nm0645565,Bob Okazaki
nm0117408,Barbara Bryne
nm0642688,Rory O'Shea
nm0640081,Jack O'Connell
nm1566587,Rosie Motene
nm0001416,Catherine Keener
nm8129612,Jong-Dae Kim
nm0711855,Gregory Ratoff
nm3164738,Dave Johannson
nm4841574,Majida Hussein
nm1663252,Chris Chalk
nm0069945,Nabil Ben Mhamed
nm1368917,Roberta Rodrigues
nm7875835,Quincy Fouse
nm0660623,Robin Pappas
nm0163703,Blake Clark
nm0117709,Daniel Brühl
nm0922916,Bill Weston
nm1130251,Bráulio Mantovani
nm0514904,Chia-Hui Liu
nm3004685,Lucila Mangone
nm0647634,Elizabeth Olsen
nm0909720,Julian Walsh
nm0455893,Leonid Kinskey
nm0377120,Drewe Henley
nm0000623,Rene Russo
nm0899121,Thomas Vinterberg
nm0107968,Peter Brett
nm0473087,Evgeniy Kryzhanovskiy
nm0432429,Mi-seon Jeon
nm1287000,Lola Daehler
nm1028130,F.J. Beuaregard
nm0028186,Fortunato Arena
nm4392192,C.J. Vana
nm0134201,J.D. Cannon
nm0323822,Paul Goddard
nm0126870,Maurice Bénichou
nm0718422,Hans Reiser
nm0034519,Victor Argo
nm0352443,Albert Hackett
nm0001207,José Ferrer
nm0000008,Marlon Brando
nm5279916,Leigh Gill
nm2764802,Jihad Hojeily
nm0368990,Rohini Hattangadi
nm0374939,John Heldabrand
nm0175814,Frances Conroy
nm0867666,Frank Topham
nm0166256,Ron Clements
nm0214210,Mickey Dee
nm1628380,Garon Tsuchiya
nm0219301,Tony Denman
nm0367211,Jimmy Dale Hartsell
nm0035382,Armelle
nm0534045,Fred MacMurray
nm0323108,Corey Glover
nm0879957,Hitoshi Ueki
nm0095114,Joseph Bono
nm0742341,Stuart Rosenberg
nm0557956,Richard Masur
nm0000255,Ben Affleck
nm0000301,Thora Birch
nm0432622,Traudl Junge
nm0000174,Val Kilmer
nm0246004,Richard Dysart
nm0727037,Gary Riley
nm0000458,William Hurt
nm11044243,Kyu-baek Kim
nm0363641,Jess Harnell
nm0394407,Hedda Hopper
nm0047962,Chieko Baishô
nm0505178,Aline Levasseur
nm0369142,Lawrence Hauben
nm0646663,Edson Oliveira
nm0358899,Walter Hampden
nm0001129,Jonathan Demme
nm0171277,Alison Coleridge
nm0035195,Dimitra Arliss
nm0333689,Allan Graf
nm0000439,Neil Patrick Harris
nm0000036,Buster Keaton
nm0115669,Clyde Bruckman
nm0005331,Francesco Quinn
nm3561505,Evie Wray
nm0571346,David McKenna
nm0000634,Peter Sellers
nm0397124,Arliss Howard
nm0842199,Steve Sweeney
nm0399663,David Huddleston
nm0096455,Sven Hugo Borg
nm0001512,Mary Elizabeth Mastrantonio
nm0836071,Wes Studi
nm0632769,Tomohiro Nishimura
nm0063038,Mary Bayless
nm0071636,Bruce Bennett
nm0211823,Steven E. de Souza
nm1334512,Ravi Khanvilkar
nm0000670,Lea Thompson
nm0446450,James Kelly
nm0622416,Yôsuke Natsuki
nm0000063,Anthony Quinn
nm0013866,David Ahdar
nm0574686,Patrick McVey
nm0002118,Alan Hale
nm0335788,Charley Grapewin
nm0505971,Ted Levine
nm1469236,Olivia Colman
nm0848100,Alan Tall
nm0001037,Graham Chapman
nm0444955,Jack Kehoe
nm0921044,Klaus Wennemann
nm1321656,Stephen McFeely
nm0001550,Cathy Moriarty
nm0061639,Vanessa Bauche
nm0043751,Harold Ayer
nm9468053,Evan Agos
nm0005241,Ralf Moeller
nm0001082,Billy Crudup
nm0346358,Fausto Guerzoni
nm0413063,Carlo Jachino
nm0507115,Diana Lewis
nm2552034,Melissa Benoist
nm0212498,Tim DeZarn
nm0524306,Wilfred Lucas
nm8188622,Jacob Batalon
nm0059879,Salvatore Basile
nm1366028,Kim Byeong-Ok
nm0436225,H.V. Kaltenborn
nm0368482,Anne Louise Hassing
nm0198022,Augusto Dallara
nm0125730,Mikhail Bychkov
nm0243804,Judi M. Durand
nm0786252,Johnny Seven
nm0109057,Leon Briggs
nm0002546,Mena Suvari
nm0026841,James Anderson
nm0000493,Jack Lemmon
nm0004802,Linda Cardellini
nm0001280,Jenette Goldstein
nm0576721,Shane Meier
nm0331906,Gilbert Gottfried
nm0230555,Dan Doherty
nm0000236,Jennifer Tilly
nm0000197,Jack Nicholson
nm0357910,John F. Hamilton
nm0619822,Takashi Naitô
nm0815718,Kath Soucie
nm0594348,Seiji Miyaguchi
nm0455475,Craig Kingsbury
nm0029460,Jack Angel
nm0001111,Jeremy Davies
nm0130944,Ilario Calvo
nm2945855,John Decker
nm3100463,Raymond Lee
nm0931404,Olivia Williams
nm0529014,Antonio David Lyons
nm1038805,Clark Cheng
nm0083348,Brad Bird
nm0780321,Matthew Scurfield
nm0110886,Buster Brodie
nm0553269,Margo Martindale
nm0839642,Philip Suriano
nm0000709,Robert Zemeckis
nm0276132,Edward Fielding
nm0782968,Hubert Selby Jr.
nm0370564,Sessue Hayakawa
nm0385443,Shin'ichi Himori
nm0387533,Jerome Patrick Hoban
nm0000022,Clark Gable
nm0126124,Billy Byrne
nm0001664,James Remar
nm0313882,Marita Geraghty
nm0641966,Barbara O'Neil
nm0875362,Yôko Tsukasa
nm0000610,Giovanni Ribisi
nm11701767,Hope Easterbrook
nm0953423,Merila Zare'i
nm0388061,Douglas Hodge
nm0183459,George Coulouris
nm0580924,S. Epatha Merkerson
nm0507081,David Lewis
nm0289234,Ronnie Fox
nm0350147,Francesco Guzzo
nm1126340,Ryûnosuke Kamiki
nm0266441,Siobhan Fallon Hogan
nm0001610,Elizabeth Perkins
nm1692762,Nathaniel Buzolic
nm0000473,Diane Keaton
nm0816143,Terry Southern
nm0611518,Binoy Mukherjee
nm0460141,Steve Kloves
nm0236525,Bruno Doyon
nm2719774,Yuka Terasaki
nm0233561,Cliff Dorfman
nm0407101,Gabriel Iglesias
nm0130482,Guillermo Calles
nm2700235,Jim Mahoney
nm0650581,Mary Orr
nm0000681,Vince Vaughn
nm0066166,Alfonso Bedoya
nm0683978,Larry Pine
nm5196907,Courtney Eaton
nm0750916,William Russ
nm0169903,Harry Cohn
nm3000723,Sonali Sachdev
nm0088471,B.F. Blinn
nm0000048,Peter Lorre
nm0461983,Akiji Kobayashi
nm0476378,Dylan Kussman
nm0024634,Christian Ameri
nm0368049,Ichirô Nakatani
nm0313402,Denece Ryland
nm0001305,Lukas Haas
nm0001500,Karl Malden
nm1014418,René Baranger
nm0000116,James Cameron
nm0000882,Nathalie Baye
nm0522027,Jared Lounsbery
nm4318159,Nitesh Tiwari
nm0536095,Benoît Magimel
nm0000293,Sean Bean
nm0953790,Cesare Zavattini
nm0665708,Angela Paton
nm0002045,Stanley Donen
nm0676349,Brock Peters
nm0833324,Erik Strandmark
nm0001055,Claudette Colbert
